projektname;kurzzusammenfassung;art;einsatzbereich;status;organisation;webseite_link;quelle;lizenz;lizenz_organisation
Paris Parking Demand Index;Der Paris Parking Demand Index visualisiert die Anzahl der vorhandenen Fahrradparkplätze in Paris im Verhältnis zu Nachfrageindikatoren. Er hilft zu bestimmen, wie adäquat Gebiete in Bezug auf Parkmöglichkeiten versorgt sind.;['Datenanalyse', 'Datenreporting', 'Karten & Verzeichnisse', 'Öffentliche Daten'];['Klima & Umwelt', 'Stadtentwicklung'];Im Testbetrieb;CorrelAid, City of Paris;https://paris-bikes-wfiz3bgwsa-ew.a.run.app/;https://paris-bikes-wfiz3bgwsa-ew.a.run.app;CC-BY 4.45;https://civic-data.de/
Parken in Paderborn;Inspiriert von Parkplätze Dresden. Stellt die Informationen des Parkleitsystems der Stadt Paderborn übersichtlich und schnell erfassbar auf einer Karte dar. Des Weiteren gibt es einen Log der …;['Datenreporting', 'Karten & Verzeichnisse', 'Open-Source-Software', 'Webanwendungen'];['Stadtentwicklung'];Prototyp;CodeforPB, Code for Germany;https://github.com/codeforpb/parking_pb;https://codefor.de/projekte/pb-parking/;CC-BY 4.0;https://codefor.de
Parking Chatbot;Dies ist ein Chatbot, der GPS-Daten nutzt, um Informationen über das Parksystem der Stadt Helsinki bereitzustellen.;['Datenanalyse', 'Künstliche Intelligenz', 'Webanwendungen'];['Soziale Dienste', 'Stadtentwicklung'];Unbekannt;Stadt Helsinki;https://ai.hel.fi/en/parking-chatbot/;https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx;CC-BY 4.0;https://publicinterest.ai/
Parkleitsystem API Münster;Ein Wrapper für das Parkleitsystem des Tiefbauamts Münster;['Datenanwendung für Öffentlichkeit', 'Datenmanagement', 'Open-Source-Software'];['Stadtentwicklung'];Abgeschlossen;Code for Münster, Code for Germany;http://parkleit-api.codeformuenster.org/, https://github.com/codeformuenster/parkleitsystem-api;https://codefor.de/projekte/ms-parkleit-api/;CC-BY 4.0;https://codefor.de
Path protector;Kamera + KI = Erkennung von Falschparkern auf dem Radweg. Speichert Standzeit, Fotos, Nummernschild, Datum Uhrzeit und übermittelt an Parkraumüberwachung. Läuft autonom über Solar und Mobilfunknetz. Mobil oder fest aufstellbar.;['Bildverarbeitung'];['Stadtentwicklung'];In Betrieb;Civic Coding;https://www.civic-coding.de/community/projekt/path-protector/446;https://www.civic-coding.de/community/projekt/path-protector/446;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Pegelbot;Wasserstand mit kölschem Flair - Der Pegelbot Die Stadtentwässerungsbetriebe Köln stellen Daten zum aktuellen Pegelstand des Rheins über eine offene Schnittstelle zur Verfügung. Der …;['Datenanwendung für Öffentlichkeit', 'Datenreporting'];['Klima & Umwelt', 'Stadtentwicklung'];Abgeschlossen;OK Lab Köln, Code for Germany;https://github.com/hatorikibble/pegelbot;https://codefor.de/projekte/cologne-pegelbot/;CC-BY 4.0;https://codefor.de
PersoInformation;Welche Ident-Apps gibt es bereits auf dem Markt? Auf Grund der Erfahrungen aus den Pandemie-Jahren, möchte ich eine App entwickeln, worin sich die Angehörigen durch eine App legitimieren, um den Gesundheitszustand des Angehörigen zu erfragen.;['Datenanwendung für Öffentlichkeit', 'Datenerhebung', 'Künstliche Intelligenz', 'Webanwendungen'];['Arbeit & Soziales', 'Gesundheit', 'Soziale Dienste'];In Betrieb;Civic Coding;https://www.civic-coding.de/community/projekt/persoinformation/741;https://www.civic-coding.de/community/projekt/persoinformation/741;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Personalisierte Finanzplanung für Soloselbstständige;Unser Ziel ist es, Soloselbstständige zu nachhaltigen finanziellen Entscheidungen befähigen. Unsere Lösung ermöglicht, es einen Finanzplan zu definieren, und warnt automatisch bei Budgetüberschreitungen oder dem Risiko, selbst gesteckte Geschäftsziele zu verfehlen.;['Automatisierung', 'Künstliche Intelligenz', 'Webanwendungen'];['Arbeit & Soziales'];Unbekannt;Civic Coding;https://www.civic-coding.de/community/projekt/personalisierte-finanzplanung-fur-soloselbststaendige/314;https://www.civic-coding.de/community/projekt/personalisierte-finanzplanung-fur-soloselbststaendige/314;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Pfadfinden digital;Pfadfinden digital entwickelt eine offene Lernplattform mit zehn modularen Lernpfaden, die Auszubildende und KMU in Mitteldeutschland praxisnah für Digitalisierung, Nachhaltigkeit und Demokratiekompetenz qualifiziert und in 20 Workshops pilotiert.;['Fortbildung', 'Open-Source-Software', 'Sprachtechnologie', 'Webanwendungen', 'Öffentliche Daten'];['Arbeit & Soziales', 'Bildung', 'Demokratie & Soziale Rechte', 'Klima & Umwelt'];Unbekannt;Civic Coding;https://www.civic-coding.de/community/projekt/pfadfinden-digital/1387;https://www.civic-coding.de/community/projekt/pfadfinden-digital/1387;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Physio für die Hosentasche - therapeutisches KI-Training für die Reha zuhause;Eine eHealth-App für physiotherapeutisches Heimtraining wird durch Sensorik und KI so erweitert, dass Patienten Echtzeit-Feedback zur Bewegungsausführung erhalten. Weiterhin werden bestehende Therapiekonzepte auf Basis von Therapie- und Bewegungsdaten evaluiert und verbessert.;['Künstliche Intelligenz', 'Webanwendungen'];['Arbeit & Soziales', 'Gesundheit', 'Stadtentwicklung'];In Betrieb;Civic Coding;https://www.civic-innovation.de/wettbewerb/praemierte-ideen/runde-1/physio-fuer-die-hosentasche;https://www.civic-innovation.de/wettbewerb/praemierte-ideen/runde-1/physio-fuer-die-hosentasche;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Pia - Persönlicher Informations Assistent;Als Start-Up arbeitet die Perfect-iD GmbH seit 2021 an einer Lösung zur sicheren Verwaltung und Speicherung personenbezogener und biometrischer Daten von Privatpersonen zur zweckgebundenen temporären Freigabe über eine sichere Kommunikationsschnittstelle und einer Infrastruktur.;['Datenanwendung für Öffentlichkeit', 'Datenreporting', 'Künstliche Intelligenz', 'Webanwendungen'];['Arbeit & Soziales'];In Betrieb;Civic Coding;https://www.civic-coding.de/community/projekt/pia-persoenlicher-informations-assistent/544;https://www.civic-coding.de/community/projekt/pia-persoenlicher-informations-assistent/544;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Piazza Konferenz - Haushaltspläne für Viele;Kommunale Selbstbestimmung manifestiert sich u. a. durch die kommunale Haushaltsplanung. Viele Kommunen publizieren ihre Haushaltspläne im Internet als offene Daten – meist jedoch lediglich als pdf-Da ...;['Datenreporting', 'Digitale Plattformen', 'Webanwendungen', 'Öffentliche Daten'];['Inklusion & Teilhabe', 'Organisation & Professionalisierung', 'Stadtentwicklung'];Abgeschlossen;OK Lab Karlsruhe, Code for Germany;https://ok-lab-karlsruhe.de/projekte/piazza;https://ok-lab-karlsruhe.de/projekte/piazza;CC-BY 4.0;https://codefor.de
PlasticObs_plus;Plastikmüll im Meer aus der Luft erkennen: Das Projekt „PlasticObs_plus“ zielt darauf ab, Quellen und Verteilungswege von Plastikmüll mithilfe von Luftfahrzeugen und KI zu identifizieren.;['Datenanwendung für Öffentlichkeit', 'Datenerhebung', 'Datenreporting', 'Karten & Verzeichnisse', 'Webanwendungen', 'Öffentliche Daten'];['Klima & Umwelt'];Unbekannt;Deutsches Forschungszentrum für Künstliche Intelligenz GmbH, OPTIMARE Systems GmbH, Jade Hochschule Wilhelmshaven, Oldenburg, Elsflet, everwave GmbH;https://www.plasticobs.de/   https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/plasticobs-plus/;https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx;CC-BY 4.0;https://publicinterest.ai/
Plattform für eine transparente Ermittlung von Immobilienpreisen und Mieten;Die Preise für Immobilien sind in den letzten Jahren kontinuierlich gestiegen. Mit KI können individuelle Immobilienpreise und Mieten für alle Beteiligten transparent und fair ermittelt werden, so dass Mietwucher und Spekulation beim Grundrecht Wohnen eingeschränkt werden können.;['Digitale Plattformen', 'Künstliche Intelligenz'];['Anti Dismkriminierung', 'Inklusion & Teilhabe', 'Soziale Dienste', 'Stadtentwicklung'];Unbekannt;Civic Coding;https://www.civic-coding.de/community/projekt/plattform-fur-eine-transparente-ermittlung-von-immobilienpreisen-und-mieten/268;https://www.civic-coding.de/community/projekt/plattform-fur-eine-transparente-ermittlung-von-immobilienpreisen-und-mieten/268;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Plus Code;Das Projekt „Plus Code“ generiert und weist digitalen Adressen für Slum-Haushalte und kritische Infrastruktur zu. Es nutzt Google Plus Codes und GIS-Technologie, um die Zugänglichkeit wesentlicher Dienstleistungen für Bewohner in abgelegenen Gebieten zu verbessern und die Stadtplanung zu unterstützen.;['Datenanwendung für Öffentlichkeit', 'Datenerhebung', 'Digitale Plattformen', 'Karten & Verzeichnisse'];['Arbeit & Soziales', 'Inklusion & Teilhabe', 'Organisation & Professionalisierung', 'Soziale Dienste', 'Stadtentwicklung'];In Betrieb;Shelter Associates, Google;https://shelter-associates.org/plus-code/;https://shelter-associates.org/plus-code/;CC-BY 4.17;https://civic-data.de/
Poetry Slam;Für die Landesmeisterschaften im Poetry Slam (BWSLAM 2016) hat Code for Heilbronn ehrenamtlich eine Präsentationssoftware entwickelt. Die Webanwendung ermöglicht, Teilnehmer, Wettbewerbe, Gruppen und …;['Open-Source-Software', 'Webanwendungen'];['Kultur'];Abgeschlossen;Code for Heilbronn, Code for Germany;http://poetryslam.opendatalab.de/admin.html, https://github.com/opendata-heilbronn/poetryslam, https://codeforheilbronn.de/projects/2016-12-01-slammaster;https://codefor.de/projekte/hn-poetryslam/;CC-BY 4.0;https://codefor.de
PoliTrack;"Politrack vergleicht die Umfragewerte der deutschen Parteien mit den in den großen deutschen Zeitungen diskutierten Themen. Zum Beispiel: Von X bis Y waren die Plagiatsvorwürfe gegen Baerbock ein großes Thema in den Zeitungen; wie verhielten sich in diesem Zeitraum die Umfragewerte der Grünen? Das Projekt wurde vom Prototypefund gefördert.";['Datenanalyse', 'Datenreporting', 'Künstliche Intelligenz'];['Demokratie & Soziale Rechte'];Unbekannt;Jonas Dippel, Michael Perk GbR;https://politrack.org/;https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx;CC-BY 4.0;https://publicinterest.ai/
Portable Linked Profiles;PLP proposes a pattern for the creation, storage, listing and representation of public profile data for people, groups, organizations, venues and a large etcetera. Based on Open Web Standards, Common …;['Datenmanagement', 'Karten & Verzeichnisse', 'Open-Source-Software'];['Inklusion & Teilhabe'];In Betrieb;OK Lab Berlin, Code for Germany;https://github.com/hackers4peace/plp-docs, http://profiles.allmende.io/, http://directory.open-steps.org/;https://codefor.de/projekte/portable-linked-profiles/;CC-BY 4.0;https://codefor.de
Potsdamer Leitungswasser;Leitungswasser gehört zu den am strengsten kontrollierten Lebensmitteln in Deutschland. Regelmäßig veröffentlichen die Wasserwerke ihre Messwerte. Danke an das OpendataLab in Heilbronn für die …;['Datenreporting', 'Webanwendungen', 'Öffentliche Daten'];['Inklusion & Teilhabe', 'Klima & Umwelt'];In Betrieb;OK Lab Potsdam, Code for Germany;http://wahllokalfinder.herokuapp.com/potsdam, https://github.com/open-data-potsdam/wahllokalfinder-cgn;https://codefor.de/projekte/p-trinkwasser/;CC-BY 4.0;https://codefor.de
Predicting public health risks from restaurant reviews;Fallstudie: Aufdeckung von Gesundheitsrisiken in Restaurants durch die Kombination von Yelp-Bewertungen mit offenen Stadtdaten zu vergangenen Inspektionen. Ein algorithmischer Ansatz entdeckt 25 % mehr Verstöße bei gleicher Anzahl an Inspektionen.;['Datenanalyse', 'Datenreporting', 'Künstliche Intelligenz'];['Gesundheit', 'Stadtentwicklung'];Unbekannt;Yelp, Harvard University, City of Boston, DrivenData;https://drivendata.co/case-studies/using-yelp-reviews-to-flag-restaurant-health-risks/;https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx;CC-BY 4.0;https://publicinterest.ai/
"Predictive maintanance für den ""Foodcube"", ein Aquaponik-Lehrsystem für umwelttechnologische Nachwuchsförderung";In der Aquaponik gedeihen Fische und Pflanzen in einem ressourcensparenden Kreislaufsystem. Der Foodcube bringt diese zukunftsweisende Agrar- und Umwelttechnologie an Schulen. Mit einem Predictive-Maintenance-Ansatz kann der komplexe Betrieb stabiler gestaltet werden.;['Künstliche Intelligenz', 'Wirkungsmessung'];['Klima & Umwelt'];In Planung;;;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/predictive-maintanance-fur-den-foodcube-ein-aquaponik-lehrsystem-fur-umwelttechnologische-nachwuchsfoerderung/1006;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Preventing Poaching;Das Projekt versucht mittels maschinellem Lernen das Verhalten von Wilderern vorherzusagen. Das Modell lernt die Verhaltensmodelle der Wilderer aus den gesammelten Kriminalitätsdaten. Auf dieser Grundlage berechnet PAWS Patrouillenrouten und die Wahrscheinlichkeit ihres Erfolgs.;['Künstliche Intelligenz'];['Internationale Projekte', 'Klima & Umwelt'];Unbekannt;University of Southern California Center for AI in Society;https://seas.harvard.edu/news/2020/06/preventing-poaching;https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx;CC-BY 4.0;https://publicinterest.ai/
Prisma3D Explain;"Mit ""Prisma3D Explain"" erstellen Schüler*innen 3D-animierte Erklärvideos dank KI-gestütztem Motion Capture in nur 5 Minuten. Durch die App entwickeln Schüler*innen 3D-gestalterische Kompetenzen für umweltrelevante Berufe in den Bereichen Medien, Architektur und Ingenieurswesen.";['Datenreporting', 'Fortbildung', 'Künstliche Intelligenz', 'Webanwendungen'];['Bildung', 'Jugendhilfe'];In Betrieb;Civic Coding;https://www.civic-coding.de/community/projekt/prisma3d-explain/1009;https://www.civic-coding.de/community/projekt/prisma3d-explain/1009;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Private Prompts (www.privateprompts.org);KI kann uns unterstützen – aber nur, wenn wir Kontrolle behalten Private Prompts ist ein vom Prototype Fund gefördertes Tool zur sicheren KI-Nutzung. Nach breiter Medienresonanz wird es nun für Teams, Vereine und Verbände weiterentwickelt – für datenschutzkonforme Zusammenarbeit;['Datenanwendung für Öffentlichkeit', 'Datenmanagement', 'Open-Source-Software', 'Webanwendungen'];['Bildung', 'Demokratie & Soziale Rechte'];In Betrieb;Civic Coding;www.privateprompts.org;https://www.civic-coding.de/community/projekt/private-prompts-wwwprivatepromptsorg/1402;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Procedures ai;Eine KI mittels App, die hilft standardisierte Abläufe in der physische Welt zu vereinfachen;['Automatisierung', 'Bildverarbeitung', 'Künstliche Intelligenz', 'Webanwendungen'];['Arbeit & Soziales'];Unbekannt;Civic Coding;https://www.civic-coding.de/community/projekt/procedures-ai/257;https://www.civic-coding.de/community/projekt/procedures-ai/257;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Product Enlightenment Network;Durch den Einsatz verschiedener, bereits vorhandener technologischer Werkzeuge, könnte ein Informationssystem (vgl. Wikipedia) aufgebaut werden, welches die Konsumenten über den CO2e-Fußabdruck der Ge- & Verbrauchsgüter aufklärt, die er oder sie konsumiert.;['Datenanwendung für Öffentlichkeit'];['Klima & Umwelt'];Im Testbetrieb;Civic Coding;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/pen-product-enlightenment-network/150;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/pen-product-enlightenment-network/150;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Project ZAMBA (Automating wildlife identification for research and conservation);Erkennung von Wildtieren in Videomaterial – automatisch und skalierbar – durch die Durchführung einer globalen Challenge zur Algorithmenentwicklung und den Aufbau einer Open-Source-Anwendung mit der Gewinnerlösung (Project Zamba).;['Bildverarbeitung', 'Datenanalyse', 'Datenreporting', 'Künstliche Intelligenz', 'Open-Source-Software', 'Sprachtechnologie'];['Anti Dismkriminierung', 'Arbeit & Soziales', 'Bildung', 'Demokratie & Soziale Rechte', 'Gesundheit', 'Klima & Umwelt'];Unbekannt;Max Planck Institute for Evolutionary Anthropology, Arcus Foundation, DrivenData;https://drivendata.co/projects;https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx;CC-BY 4.0;https://publicinterest.ai/
Projekte rund um Ulm;Du wolltest schon immer wissen, wie weit Dich der Ulmer Nahverkehr in einer Viertelstunde bringt? Ob Dein Vorname wirklich kein zweites Mal an der Uni Ulm vorkommt? Oder suchst am Sonn- oder Feiertag …;[];[];Unbekannt;OK Lab Ulm, Code for Germany;http://ulmapi.de/#projekte;https://codefor.de/projekte/ulm-projekte/;CC-BY 4.0;https://codefor.de
Prozessdigitalisierung bei der Sächsischen Jugendstiftung;Beim jährlichen Aktionstag genialsozial der Sächsischen Jugendstiftung engagieren sich viele tausend Schüler*innen, indem sie den Lohn eines freiwilligen Arbeitstages spenden. Um den Verwaltungsaufwand für Anmeldung und Abrechnung zwischen Verein und Schulen zu bewältigen, wurde ein digitales Formular entwickelt, das bisher noch zu wenig angenommen wird. Gemeinsam stärken wir die Akzeptanz für digitale Prozesse und schaffen eine gute Basis für die automatisierte Nutzung von Daten. Zugleich wird ein Verfahren zur Digitalisierung von Handschriften (Computer Vision) geprüft.;[];['Inklusion & Teilhabe', 'Jugendhilfe', 'Organisation & Professionalisierung'];Unbekannt;Sächsische Jugendstiftung;https://genialsozial - Sächsische Jugendstiftung;https://genialsozial - Sächsische Jugendstiftung;CC-BY 4.86;https://civic-data.de/
Prozessoptimierung und Datenprodukte für besseres Wirkungsmanagement;Die Kindersprachbrücke Jena will Wirkung in der Jugendhilfe besser messen. Wir vereinheitlichen Datenquellen und bauen ein Dashboard für schnelle Auswertungen.;['Automatisierung', 'Datenanalyse', 'Datenmanagement', 'Datenreporting'];['Inklusion & Teilhabe', 'Soziale Dienste'];In Betrieb;Kindersprachbrücke Jena e.V., CorrelAid e.V.;;https://correlaid.org/projekte/projektdatenbank/2026-04-KSJ;CC-BY 4.0;https://correlaid.org/
Präventionsguide Psyche Chatbot;Der Präventionsguide Psyche wurde mit dem Ziel entwickelt, Berater:innen und Lots:innen von Betrieben eine strukturierte Übersicht über relevante Angebote und Anlaufstellen im Bereich Prävention und psychische Gesundheit bereitzustellen.;['Datenanwendung für Öffentlichkeit', 'Webanwendungen'];['Arbeit & Soziales', 'Gesundheit'];Unbekannt;Civic Coding;https://www.civic-coding.de/community/projekt/praeventionsguide-psyche-chatbot/1410;https://www.civic-coding.de/community/projekt/praeventionsguide-psyche-chatbot/1410;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Prüfen/Nachbearbeiten von KI für Leichte Sprache;Wie können wir als Übersetzungsbüro für Leichte Sprache bestehende KI-Programme noch besser nutzen? Wie können nachhaltige Strategien für eine bessere Nachbearbeitung von KI-Tools für Leichte Sprache entwickelt werden?;['Fortbildung'];['Anti Dismkriminierung', 'Bildung', 'Inklusion & Teilhabe'];In Betrieb;Civic Coding;https://www.civic-coding.de/community/projekt/prufennachbearbeiten-von-ki-fur-leichte-sprache/1234;https://www.civic-coding.de/community/projekt/prufennachbearbeiten-von-ki-fur-leichte-sprache/1234;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Public Interest AI;Das Projekt 'Public Interest AI' ist eine Koalition von Gruppen, die sich dafür einsetzen, öffentlich zugängliche KI-Modelle zu fördern und aufzubauen, die von öffentlichen Stellen, insbesondere Regierungen, finanziert, bereitgestellt und verwaltet werden.;['Datenanwendung für Öffentlichkeit', 'Digitale Plattformen', 'Künstliche Intelligenz', 'Unterstützungstools'];['Bildung', 'Demokratie & Soziale Rechte', 'Gesundheit', 'Inklusion & Teilhabe', 'Internationale Projekte', 'Organisation & Professionalisierung', 'Soziale Dienste'];In Planung;Metagov, Public Knowledge, Berkman Klein Center, Chatham House;https://publicai.network;https://publicinterest.ai/tool/map/project/public-ai;CC-BY 4.0;https://publicinterest.ai/
Python Paket für Open Data der Stadt Konstanz;Die Stadt Konstanz veröffentlicht Open Data, wir machen sie durch die Entwicklung eines Python Pakets einfach nutzbar für Data Scientists.;['Open-Source-Software', 'Öffentliche Daten'];['Organisation & Professionalisierung', 'Stadtentwicklung'];Abgeschlossen;Offene Daten Konstanz, CorrelAid e.V.;https://github.com/MisterXY89/konstanz-open-data-api/, https://pypi.org/project/opencity/;https://correlaid.org/projekte/projektdatenbank/2020-10-OKP;CC-BY 4.0;https://correlaid.org/
Python-Package für die GENESIS Datenbank;Wir entwickeln eine Python-Bibliothek, die den Zugriff auf GENESIS-Datenbanken der statistischen Ämter vereinheitlicht und für Analyse und Visualisierung optimiert.;['Datenmanagement', 'Open-Source-Software'];['Organisation & Professionalisierung'];Abgeschlossen;CorrelAid e.V.;https://github.com/CorrelAid/pystatis;https://correlaid.org/projekte/projektdatenbank/2022-04-GEP;CC-BY 4.0;https://correlaid.org/
Q - Network;Zwischen Forschungsteams und wirtschaftlichen Firmen ist eine große Kluft. Durch Menschliche, Infrastrukturelle, Rechtliche und Finanzielle Hürden können nur wenige Forschungsteams einen Nachweiß zur Wirtschaftlichkeit bekommen. Quality - Network will diese Hürden schmälern.;['Datenmanagement', 'Digitale Plattformen', 'Künstliche Intelligenz', 'Open-Source-Software'];['Internationale Projekte', 'Organisation & Professionalisierung'];Unbekannt;Civic Coding;https://www.civic-coding.de/community/projekt/q-network/1339;https://www.civic-coding.de/community/projekt/q-network/1339;CC-BY-NC-ND 4.0;https://www.civic-coding.de
QTrees;Das Konsortium „Quantified Trees“ (kurz QTrees) zielt darauf ab, dem Baumsterben langfristig entgegenzuwirken, indem ein durch künstliche Intelligenz (KI) unterstütztes Vorhersagesystem entwickelt wird, das anhand einer Vielzahl von Daten akut trockenheitsgefährdete Stadtbäume frühzeitig identifiziert.;['Datenreporting', 'Webanwendungen', 'Öffentliche Daten'];['Klima & Umwelt', 'Stadtentwicklung'];Abgeschlossen;CityLab Berlin, Technologiestiftung Berlin;https://citylab-berlin.org/de/projects/qtrees/ sowie https://qtrees.ai/;https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx;CC-BY 4.0;https://publicinterest.ai/
Qlug;"Qlug (ausgesprochen wie ""klug"")ist eine KI-gestützte Lernapp, die Lernmaterialien in personalisierte Podcasts für auditive Lerner umwandelt. Mit geführtem Onboarding, Offline-Verfügbarkeit und hoher Datensicherheit macht Qlug Bildung zugänglicher und individueller.";['Fortbildung'];['Bildung', 'Gesundheit', 'Inklusion & Teilhabe'];Unbekannt;Civic Coding;https://www.civic-coding.de/community/projekt/qlug/1424;https://www.civic-coding.de/community/projekt/qlug/1424;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Qualitätsanalyse von OpenStreetMap Daten für Trinkbrunnen;Wir vergleichen Trinkbrunnen-Daten aus OpenStreetMap mit offiziellen Stadtzahlen und prüfen, wie vollständig die Metadaten zu Barrierefreiheit und Zugänglichkeit erfasst sind.;['Datenanalyse', 'Datenreporting', 'Webanwendungen'];['Gesundheit', 'Klima & Umwelt', 'Stadtentwicklung'];Abgeschlossen;a tip tap e.V., CorrelAid e.V.;https://correlaid.github.io/trinkbrunnen-analyse/map-deutschland-drinking-water.html, https://correlaid.github.io/trinkbrunnen-analyse/analysis-fountains-germany.html, https://github.com/CorrelAid/trinkbrunnen-analyse;https://correlaid.org/projekte/projektdatenbank/2022-11-ATT;CC-BY 4.0;https://correlaid.org/
Quantified Trees - intelligent irrigation forecasting for city trees;Das Projekt „Quantified Trees“ entwickelt ein KI-gestütztes Vorhersagesystem, um städtische Bäume zu identifizieren, die akut von Trockenheit bedroht sind. Ziel ist es, die Bewässerung in Berlin zu optimieren und Bürgerinnen und Bürger in die Baumpflege einzubeziehen.;['Datenanalyse', 'Virtuelle Assistenz', 'Webanwendungen', 'Wirkungsmessung'];['Klima & Umwelt', 'Stadtentwicklung'];Im Testbetrieb;Technologiestiftung Berlin;https://qtrees.ai/en/;https://publicinterest.ai/tool/map/project/quantified-trees-intelligent-irrigation-forecasting-for-city-trees;CC-BY 4.0;https://publicinterest.ai/
Quereinsteigende;Verteilung von Lehrkräfte-Quereinsteigenden über Berliner Bezirke Die Daten aus der Kleinen Anfrage „Lehrkräfte-Quereinsteigende in den Berliner Schulen im Schuljahr 2018/2019“ wurde auf dieser Karte …;['Datenanalyse', 'Datenreporting', 'Karten & Verzeichnisse', 'Webanwendungen'];['Bildung'];Abgeschlossen;OK Lab Berlin, Code for Germany;http://www.tursics.de/story/quereinsteigende/, https://github.com/tursics/schule-quereinsteiger;https://codefor.de/projekte/quereinsteigende/;CC-BY 4.0;https://codefor.de
R Wrapper for the Genesis API;Das R-Paket restatis macht Daten des Statistischen Bundesamtes leichter zugänglich und bringt GENESIS sowie die Zensus-Datenbank in ein einheitliches Interface.;['Open-Source-Software'];[];Abgeschlossen;CorrelAid e.V.;https://github.com/CorrelAid/restatis, https://cran.r-project.org/web/packages/restatis/index.html, https://correlaid.github.io/restatis/;https://correlaid.org/projekte/projektdatenbank/2022-04-GER;CC-BY 4.0;https://correlaid.org/
R Wrapper für die KoboToolbox API;Wir entwickeln ein R-Package, das den programmatischen Zugriff auf die KoboToolbox API ermöglicht und so Daten-Workflows für Feldforschung automatisiert.;['Automatisierung', 'Datenanalyse', 'Datenmanagement', 'Open-Source-Software'];['Inklusion & Teilhabe', 'Internationale Projekte'];Abgeschlossen;CorrelAid e.V.;https://github.com/CorrelAid/kbtbr, https://correlaid.github.io/kbtbr/;https://correlaid.org/projekte/projektdatenbank/2021-04-KOB;CC-BY 4.0;https://correlaid.org/
RAG4Good: KI-Wissensarchiv für transparenten Verbraucherschutz bei foodwatch;foodwatch-Expertise aus über 20 Jahren sammelt sich im Datenarchiv, dieses ist aber kaum durchsuchbar - Expertise geht verloren. Mit dem RAG-Protoyp werden die Daten, angefangen mit Pressemitteilungen, durch KI befragbar, das Wissen steht so wieder der Organisation zur Verfügung.;['Datenanwendung für Öffentlichkeit', 'Datenmanagement', 'Open-Source-Software', 'Webanwendungen', 'Wissensorganisation'];['Demokratie & Soziale Rechte', 'Organisation & Professionalisierung'];In Betrieb;Civic Coding;https://www.civic-coding.de/community/projekt/rag4good-ki-wissensarchiv-fur-transparenten-verbraucherschutz-bei-foodwatch/1379;https://www.civic-coding.de/community/projekt/rag4good-ki-wissensarchiv-fur-transparenten-verbraucherschutz-bei-foodwatch/1379;CC-BY-NC-ND 4.0;https://www.civic-coding.de
