id,title,content,topic_label,location,address,links,topics,top3_matches
86,[U25] Jahreserhebung unter Peerberaterinnen und -beratern,"['Die [U25] Suizidberatung ist ein Leuchtturmprojekt des Deutschen Caritasverbandes für Peer-to-Peer Engagement junger Menschen und verbindet Wissenschaft und Politik. Mit einer jährlich wachsenden Datengrundlage wird erhoben, wer sich bei [U25] engagiert und was sie dazu motiviert. So können andere davon lernen – und zugleich kann der Datensatz für verschiedene Auswertungen genutzt werden.  Auswertung und Visualisierung erfolgen automatisiert mit Apache Superset.']","Bildung, Gesellschaft und Engagement",{'label': 'Berlin'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/u25-jahreserhebung-unter-peerberaterinnen-und-beratern/86', 'name': 'Weitere Informationen'}]","[{'label': 'Data Science'}, {'label': 'Datenanalyse'}, {'label': 'Datenvisualisierung'}, {'label': 'Open Source'}]",Output Monitoring durch Entwicklung und Implementierung eines Fragebogen mithilfe von Fokusgruppen (86); Lebensmittelverschwendung reduzieren und Planung verbessern: Zeitreihenanalyse für ein Restaurant für bedürftige Menschen (86); Anschauliche Aufbereitung von Umfragen zur Teilnehmerstruktur und dem Impact von Veranstaltungen (86)
87,Einführung und Automatisierung jährlicher Erhebungen bei TEN SING,"['TEN SING ist ein Jugendmusikprojekt, das deutschlandweit in vielerlei Ortsgruppen stattfindet. Gemeinsam mit dem Civic Data Lab (CDL) entwickelten sie einen Fragebogen und führten jährliche Gesamterhebungen ein, um herauszufinden, was TEN SING ausmacht, welche Unterstützungsform die Ortsgruppen benötigen und wie viele TEN SINGende es gibt. Zusätzlich erfolgt eine (Teil-)Automatisierung der Auswertung jährlicher Umfrageergebnisse und ihre Darstellung als Dashboard mit Interpretationshilfen.']","Bildung, Gesellschaft und Engagement",{'label': 'Kassel'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/einfuehrung-und-automatisierung-jaehrlicher-erhebungen-bei-ten-sing/87', 'name': 'Weitere Informationen'}]","[{'label': 'Datenanalyse'}, {'label': 'Datenvisualisierung'}, {'label': 'Data Engineering'}]",Output Monitoring durch Entwicklung und Implementierung eines Fragebogen mithilfe von Fokusgruppen (86); Lebensmittelverschwendung reduzieren und Planung verbessern: Zeitreihenanalyse für ein Restaurant für bedürftige Menschen (86); Anschauliche Aufbereitung von Umfragen zur Teilnehmerstruktur und dem Impact von Veranstaltungen (86)
88,KI im Ehrenamt – Ausgewertete Umfrage von digital verein(t),"['Die bayerische Landesinitiative „digital verein(t)“ unterstützt ehrenamtlich Engagierte und Vereine, die Möglichkeiten der Digitalisierung zu nutzen. Dafür erfassen sie in Umfragen auch die aktuelle Abdeckung sowie Unterstützungsbedarfe. Die Auswertung ihrer aktuellen Umfrage zur Nutzung von Künstlicher Intelligenz wurde durch das Civic Data Lab (CDL) umgesetzt. Die Ergebnisse liefern spannende Einblicke in den KI-Einsatz und wertvolle Anregungen für zukünftiges Umfragedesign.']","Bildung, Gesellschaft und Engagement",{'label': 'Augsburg'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/ki-im-ehrenamt-ausgewertete-umfrage-von-digital-vereint/88', 'name': 'Weitere Informationen'}]","[{'label': 'Natural Language Processing (NLP)'}, {'label': 'Datenanalyse'}, {'label': 'Datenvisualisierung'}, {'label': 'Data Science'}, {'label': 'Large Language Models (LLM)'}]",Output Monitoring durch Entwicklung und Implementierung eines Fragebogen mithilfe von Fokusgruppen (86); tf-idf zu Babel: Text Mining zur Optimierung von automatisierten Prozessen in multilingualen Kontexten (86); Anschauliche Aufbereitung von Umfragen zur Teilnehmerstruktur und dem Impact von Veranstaltungen (86)
89,all.txt - Genderinklusive Sprache zugänglicher machen,"['Ein Online-Texteditor, für inklusives und genderneutrales Schreiben im deutschsprachigen Raum – ein „Rechtschreibcheck“ für Inklusion in Bezug auf alle Gender. Das Civic Data Lab (CDL) unterstützte bei der Bereitstellung von offenen Daten für genderinklusive Sprache sowie der Cloud-Integration des späteren Datenprodukts. Mit dem gelabelten Datensatz gibt es erstmals im deutschsprachigen Raum eine Basis, um große Sprachmodelle genderinklusiv zu nutzen – auch für andere Projekte.']","Bildung, Gesellschaft und Engagement",{'label': 'Berlin'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/alltxt-genderinklusive-sprache-zugaenglicher-machen/89', 'name': 'Weitere Informationen'}]","[{'label': 'Data Science'}, {'label': 'Datenanalyse'}, {'label': 'Open Source'}]","Data for All (86); laizee - language made easy: Einfach ""Leichte Sprache"" für jeden Text, Website oder Dokumente (86); Barrierefreie Informationen ""end to end"": Auf Knopfdruck Inhalte in Leichter Sprache inklusive Bebilderung erstellen (86)"
90,Donor Journeys in CiviCRM,"['Die Open-Source-Software CiviCRM bietet verschiedene Funktionen, die für die Arbeit gerade von kleinen und mittleren zivilgesellschaftlichen Organisationen hilfreich sind – zum Beispiel für das Fundraising. Das Civic Data Lab (CDL) entwickelt gemeinsam mit der CiviCRM Community eine Erweiterung, die Scoring und Segmentierung von Spendenden beschleunigt. So wird der Spendenprozess transparenter und besser begleitbar.']","Bildung, Gesellschaft und Engagement",{'label': 'Köln'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/donor-journeys-in-civicrm/90', 'name': 'Weitere Informationen'}]","[{'label': 'Open Source'}, {'label': 'Datenanalyse'}, {'label': 'Datenvisualisierung'}]",tf-idf zu Babel: Text Mining zur Optimierung von automatisierten Prozessen in multilingualen Kontexten (86); Mithilfe von Machine Learning Anomalien in Bienenstöcken erkennen (86); Netzwerkdynamiken in Citizen Science - Nutzer*innenverhalten auf der iNaturalist Plattform (86)
91,Kommuki - Offene Daten aus der Jugendbeteiligung,"['Politik zum Anfassen e.V. lädt junge Menschen zu Beteiligungsprozessen und Planspielen in Kommunen ein. Dabei werden ihre Anregungen und Ideen für ein lebenswertes Umfeld gesammelt – eine wertvolle Datengrundlage dafür, was junge Menschen bewegt und was in den Kommunen aus ihren Vorschlägen entsteht. Diese Daten wurden gemeinsam mit dem Civic Data Lab (CDL) und Kommuki auf einer eigenen Plattform zugänglich gemacht: als Download sowie filterbar und per Chatbot befragbar.']","Bildung, Gesellschaft und Engagement",{'label': 'Hannover'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/kommuki-offene-daten-aus-der-jugendbeteiligung/91', 'name': 'Weitere Informationen'}]","[{'label': 'Large Language Models (LLM)'}, {'label': 'Generative KI'}]",Automatisierte Reportgenerierung zur Verbesserung der Arbeit der Weltläden (86); Netzwerkdynamiken in Citizen Science - Nutzer*innenverhalten auf der iNaturalist Plattform (86); Ein Dashboard zur Steigerung der Motivation von ehrenamtlichen Tutor*innen (86)
92,Demokratie-Wegweiser,"['Der Demokratie-Wegweiser soll für mehr Transparenz in der Demokratie sorgen. Durch eine interaktive Kartenanwendung können Bürgerinnen und Bürger für ihre Adresse herausfinden, welche Politikerinnen und Politiker sie auf kommunaler, Landes- und Bundesebene sowie im Europäischen Parlament vertreten. Eine besondere Herausforderung ist das Auffinden geeigneter Daten bei Kommunen. Das Civic Data Lab (CDL) unterstützte die Erweiterung der Anwendung durch die Recherche offener Geo- und Wahldaten.']","Bildung, Gesellschaft und Engagement",{'label': 'Altena'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/demokratie-wegweiser/92', 'name': 'Weitere Informationen'}]",[{'label': 'Datenvisualisierung'}],Demokratie-Wegweiser (100); Mit Daten zu transparenterer Demokratie (86); Demogenerator (60)
93,Demokratieförder-Rechner,"['Der AWO Bundesverband sammelt Daten, um die Demokratieförderung der Bundesregierung mit konkreten Zahlen zu unterlegen. Doch zu ermitteln, wie viele Bundesförderprogramme welche Summen für die verschiedenen Aspekte der Demokratieförderung bereitstellen, ist durchaus herausfordernd. Das Civic Data Lab (CDL) unterstützt mit Webscraping, Textklassifizierung und Named-Entity Recognition.']","Bildung, Gesellschaft und Engagement",{'label': 'Berlin'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/demokratiefoerder-rechner/93', 'name': 'Weitere Informationen'}]","[{'label': 'Datenanalyse'}, {'label': 'Machine Learning'}, {'label': 'Natural Language Processing (NLP)'}]",Demokratie-Wegweiser (65); Demogenerator (60); Mad Memory (56)
94,CHAT-KI,"['Die Hochschule Karlsruhe und die Hagsfelder Werkstätten und Wohngemeinschaften Karlsruhe gGmbH, entwickeln mit der Südpfalzwerkstatt gGmbH und dem Pfalzklinikum AdöR, einen KI-gestützten Chatbot, der Menschen mit Behinderungen (MmB) beim Zugang und Erhaltung einer Beschäftigung unterstützt. Ziel ist es, Informationen leichter zugänglich zu machen. Beschäftigung zu fördern, Arbeitsbedingung zu verbessern und neue Perspektiven für Inklusion zu schaffen.']",Arbeit und Soziales,{'label': 'Karlsruhe'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/chat-ki/94', 'name': 'Weitere Informationen'}]","[{'label': 'Natural Language Processing (NLP)'}, {'label': 'Open Source'}]",KI² (90); Mithilfe von KI Wirkungsmessung skalieren (86); Automatisierte Fragebogenauswertung mit Generativer KI (86)
95,KI-Verwaltungsassistent,"['Die Technologieunternehmen Splitbot GmbH, der Kontor Business IT GmbH und der Deutschen Kinderschutzbund Kreisverband Ostholstein e.\u2009V., entwickeln mit gemeinnützigen Vereinen und dem Zukunftslabor Generative KI ein KI-basiertes Verfahren zur Optimierung interner Prozesse der Arbeitsorganisation in gemeinnützigen Organisationen. Ein digitaler Assistenten in Form eines Chatbots soll diese Einrichtungen bei täglichen Verwaltungsaufgaben unterstützt und entlasten.']",Arbeit und Soziales,{'label': 'Lübeck'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/ki-verwaltungsassistent/95', 'name': 'Weitere Informationen'}]",[{'label': 'Large Language Models (LLM)'}],Mithilfe von KI Wirkungsmessung skalieren (86); Automatisierte Fragebogenauswertung mit Generativer KI (86); Auswertung einer Umfrage zu KI im Ehrenamt (86)
96,MOOC4Mitbestimmung,"['Die University of Labour und das Deutsche Forschungszentrum für Künstliche Intelligenz, schult in Kooperation mit den Konzernbetriebsräten von IBM und Siemens woei dem IG Metall Vorstand Betriebs- und Personalrät*innen zu KI-Themen. Ziel ist es, Chancen und Risiken von KI im Betrieb zu bewerten und Betriebsvereinbarungen zu entwickeln. Massive Open Online Courses (MOOC) vermitteln Fachwissen, ein Sprachmodell für Nicht-Jurist*innen erstellt passgenaue Vereinbarungen.']",Arbeit und Soziales,{'label': 'Frankfurt am Main'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/mooc4mitbestimmung/96', 'name': 'Weitere Informationen'}]","[{'label': 'Natural Language Processing (NLP)'}, {'label': 'Open Source'}]",KAIMO (51); Botometer (50); CareMates (50)
97,KISEE,"['Die Hochschule der Medien Stuttgart und mycelia gGmbH entwickeln mit der Industrie- und Handelskammer zu Berlin, der Hacker School gGmbH und der JOBLINGE gAG, einen interaktiven KI-basierten Avatar, der Personen aus bildungsfernen Haushalten eine niedrigschwellige Berufsberatung bietet. Die Plattform kombiniert Avatar-Interaktionen, personalisierte Kompetenzerfassung und Weiterbildungsmöglichkeiten, um berufliche Perspektiven zu verbessern und klassische Angebote zu ergänzen.']",Arbeit und Soziales,{'label': 'Stuttgart'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/kisee/97', 'name': 'Weitere Informationen'}]","[{'label': 'Text-to-Speech-Technologie (TTS)'}, {'label': 'Large Language Models (LLM)'}, {'label': 'Automatisierung & Robotik'}]",KI² (90); KI:STE (73); Kiezlabor (68)
98,Dein Ausbildungsassistent,"['Die Technologiestiftung Berlin und der JOBLINGE gAG Berlin entwickelt mit der Industrie- und Handelskammer Berlin, dem Jobcenter Berlin Steglitz-Zehlendorf, der Lise-Meitner-Schule und Outreach – Mobile Jugendarbeit Berlin eine Ausbildungsplattform für benachteiligte Jugendliche und junge Erwachsen in der Übergangsphase zwischen Schule und Beruf. Ziel ist eine maßgeschneiderte Lösung, die passende Ausbildungsberufe vorschlägt und ein individuelles Anschreiben generiert.']",Arbeit und Soziales,{'label': 'Berlin'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/dein-ausbildungsassistent/98', 'name': 'Weitere Informationen'}]","[{'label': 'Large Language Models (LLM)'}, {'label': 'Open Source'}]",StaatKlar: dein digitaler Assistent für die Beantragung von staatlicher Unterstützung (86); KI-Baukasten: Kinder und Jugendliche in Schule und Ausbildung lernen kreativ und handwerklich den Umgang mit KI (66); Bildungsfabrik (64)
