Index;Quelle;Projektname;Webseite-Link;Organisation;Status;Kurzzusammenfassung;Lizenz;Lizenz-Organisation;Projekt-Abkürzung;Art;Einsatzbereich
373;https://www.civic-coding.de/community/projekt/she-leaders-at/344;S/HE LEADERS (AT);www.womensboardway.de;Civic Coding;Unbekannt;Unser KI-Projekt hilft weiblichen Führungspersönlichkeiten dabei, in kniffligen Karrierefragen, die richtige strategische Entscheidung zu treffen. Mehr Frauen in Führungspositionen helfen zugleich Unternehmen, ihre konzerneigenen Führungsstrukturen divers aufzustellen.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;KI Anwendung, Plattform;Geschlechtergerechtigkeit, Arbeit, Chancengleichheit
374;https://www.civic-coding.de/community/projekt/flying-eye-die-autonom-fliegende-baustellenuberwachungsdrohne/349;Flying Eye - Die autonom fliegende Baustellenüberwachungsdrohne;https://www.civic-coding.de/community/projekt/flying-eye-die-autonom-fliegende-baustellenuberwachungsdrohne/349;Civic Coding;Unbekannt;Flying Eye ist eine autonom fliegende Drohne, welche auf Baustellen den Arbeitsschutz überprüft. Die autonom fliegende Drohne fliegt über Baustellen, sobald ein Bauarbeiter kein Helm auf hat wird dieser fotografiert (AI) und dieser bekommt eine SMS mit einem Foto von sich ...;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;KI Anwendung, Maschinelles Lernen, Computer Vision, Prozessautomatisierung, Analyse von Sensordaten;Arbeits- und Gesundheitsschutz, Arbeit
375;https://www.civic-coding.de/community/projekt/guta-praegnanter-austausch-guter-arbeitspraktiken-in-dezentralen-fachgruppen-chats/244;? Guta: Prägnanter Austausch guter Arbeitspraktiken in dezentralen Fachgruppen-Chats.;https://www.civic-coding.de/community/projekt/guta-praegnanter-austausch-guter-arbeitspraktiken-in-dezentralen-fachgruppen-chats/244;Civic Coding;Unbekannt;Austausch guter Arbeitspraktiken in forumartigen Chats unter Fachkollegen, von Tipps bis Weisheiten, prägnant und einprägsam in <140 Zeichen. Kollektive Bewertung. Das Beste steht oben. Optimierung der Lernkurve z.B. durch wiederholte Einblendung wichtiger Praktiken.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;Guta;Beratung, Workshops, Plattform;Arbeit, Weiterbildung, Arbeitskultur
376;https://www.civic-coding.de/community/projekt/sterbenotruf-deutschland/334;SterbeNotruf Deutschland;https://www.civic-coding.de/community/projekt/sterbenotruf-deutschland/334;Civic Coding;Unbekannt;Wir sorgen dafür, dass einsam sterbende Menschen auf Wunsch telefonisch, online oder hybride vor Ort begleitet werden. Begleitende Angehörige und Zugehörige von Sterbenden erhalten Hilfe zur Selbsthilfe und Unterstützung bei der Betreuung ihrer Lieben, sowie in ihrer Trauer.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;KI Anwendung, Beratung;Soziale Arbeit, Gesundheit, Inklusion, Menschenrechte
377;https://www.civic-coding.de/community/projekt/ki-unterstutzten-job-suche/339;KI-unterstützten Job-Suche;https://www.civic-coding.de/community/projekt/ki-unterstutzten-job-suche/339;Civic Coding;Unbekannt;Bei vielen Angeboten zur Job-Suche, insbesondere dem der Arbeitsagentur, ist nur eine einfache Stichwortsuche realisiert. Auch die Suche mittels eines Bewerberprofils scheint einfach realisiert zu sein. Im Projekt soll eine Job-Suche entwickelt werden, die KI-Verfahren nutzt.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Maschinelles Lernen, Recommender System, KI Anwendung;Arbeit und Soziales, Arbeitsmarkt, Arbeitswelt, Fachkräftesicherung, Soziale Innovationen
378;https://www.civic-coding.de/community/projekt/hi-ich-moechte-ordnung-der-ki-im-sinne-der-philosophie/243;Hi. Ich möchte Ordnung der KI im Sinne der Philosophie;https://www.civic-coding.de/community/projekt/hi-ich-moechte-ordnung-der-ki-im-sinne-der-philosophie/243;Civic Coding;Unbekannt;"gemeinfinanzierte Stiftung + Forum unter Aegide der Philosophie, wissenschaftsübergreifend ""Digitalisierung und künstliche Intelligenz"" begleiten und vermitteln, transparent kompetente Streitkultur etablieren + Debatte fördern.";CC-BY-NC-ND 4.0;https://www.civic-coding.de;;KI Anwendung, Plattform;KI, Digitalisierung, Bildung
379;https://www.civic-coding.de/community/projekt/intelligentes-wahrnehmen-und-handeln-fur-kooperative-roboter-zur-unterstutzung-der-fachkraefte-auf-baustellen/265;Intelligentes Wahrnehmen und Handeln für kooperative Roboter zur Unterstützung der Fachkräfte auf Baustellen;www.conbotics.com;Civic Coding;Unbekannt;Mit KI wird eine flexible Steuerung für mobile Roboter erschaffen, damit dieser vorausschauend handelt und intelligent mit seiner Umwelt interagiert. Dadurch wird eine sichere Mensch-Roboter-Kooperation (MRK) auf der Baustelle gewährleistet und Fachkräfte wirksam unterstützt.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Maschinelles Lernen, Robotik, Prozessautomatisierung, Simulation, Datenvisualisierung, Wirkungsmessung;Arbeit, Gesundheit, Nachhaltigkeit, Technologie, Fachkräftesicherung, Arbeitsmarkt
380;https://www.civic-coding.de/community/projekt/intelligente-app-zur-staerkung-der-mentalen-gesundheit-von-jugendlichen/310;Intelligente App zur Stärkung der mentalen Gesundheit von Jugendlichen;https://www.civic-coding.de/community/projekt/intelligente-app-zur-staerkung-der-mentalen-gesundheit-von-jugendlichen/310;Civic Coding;Unbekannt;Wir erschaffen eine(n) digitale(n) Freund*in als App für jeden Jugendlichen zur Stärkung der Persönlichkeitsentwicklung und der mentalen Gesundheit. Empowerment auf Augenhöhe, denn wir Sprechen die Sprache der Teenies.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;KI Anwendung, Web-App, Datenanalyse;Gesundheit, Jugendarbeit, Kinder- und Jugendhilfe, Inklusion, Nachhaltigkeit, Arbeit
381;https://www.civic-coding.de/community/projekt/find-the-best-therapist-for-you/313;Find the Best Therapist for You;https://www.civic-coding.de/community/projekt/find-the-best-therapist-for-you/313;Civic Coding;Unbekannt;"Therapy. It's there. It's free. However, it's not easy. Many emails and phone calls just to find the page for booking; only to find options that don't suit us. One app; neurolinguistic programming for conversational search; AI for appointment matching and document collection.";CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Web-App, KI Anwendung, Plattform;Gesundheit, Arbeit
382;https://www.civic-coding.de/community/projekt/lets-listen-der-online-raum-in-dem-menschen-sich-zuhoeren/299;Lets listen! Der online Raum in dem Menschen sich zuhören.;https://www.civic-coding.de/community/projekt/lets-listen-der-online-raum-in-dem-menschen-sich-zuhoeren/299;Civic Coding;Unbekannt;Ich werde gehört und gesehen. Mit allem wie ich bin. Hierfür schaffen wir einen Rahmen in dem wir eine KI unterstütze Online-Video-Platform entwickeln. Wo Menschen sich sicher, wertfrei und offen begegnen. Achtsam und auf Augenhöhe. Gelingende Gesellschaft beginnt mit Beziehung.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Web-App, KI-Anwendung, Plattform, Vernetzung;Soziale Arbeit, Inklusion, Gesundheit, Arbeit, Arbeitskultur
383;https://www.civic-coding.de/community/projekt/addressing-diverse-learners-challenges-by-leveraging-ki-technologies/341;Addressing diverse learners' challenges by leveraging KI technologies;https://www.civic-coding.de/community/projekt/addressing-diverse-learners-challenges-by-leveraging-ki-technologies/341;Civic Coding;Unbekannt;Learners from diverse cultural and linguistic backgrounds need adequate support in terms of emotional wellbeing and academic achievement at educational institutions. An AI agent helps universities and schools with fostering students' integration and supporting mental health.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;KI Anwendung, Datenanalyse;Bildung, Inklusion, Chancengleichheit, Soziale Arbeit
384;https://www.civic-coding.de/community/projekt/lernprogramm-unsere-ki/263;Lernprogramm „Unsere KI“;https://www.civic-coding.de/community/projekt/lernprogramm-unsere-ki/263;Civic Coding;Unbekannt;Ein kompaktes Lernprogramm für den Einstieg in das Thema Künstliche Intelligenz. Die Lernplattform ermöglicht mittels KI individuelle Lernwege für unterschiedlich vorgebildete Nutzer. Auf diese Weise wird Grundwissen für die Einschätzung von Chancen und Risiken der KI vermittelt.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;E-Learning, KI Anwendung, Web-App;Bildung, KI
385;https://www.civic-coding.de/community/projekt/ask-know-create-berufsorientierung-motivation-und-netzwerken-fur-eine-kreative-zukunft/235;"ask * know * create - Berufsorientierung, Motivation und Netzwerken für eine ""kreative"" Zukunft.";https://www.civic-coding.de/community/projekt/ask-know-create-berufsorientierung-motivation-und-netzwerken-fur-eine-kreative-zukunft/235;Civic Coding;Laufend;Jugendlichen digitale Begegnungen mit Menschen, Berufen, Gründern und Zukunfts-Themen ermöglichen zu denen sie im familiären/schul. Umfeld wenig Zugang haben. Kreatives, kritisches, konstruktives, vernetztes Denken, das gemeinsame Lösen von Problemen sind die Zukunft.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Beratung, Workshops, E-Learning, Vernetzung, Plattform, Bildung;Bildung, Jugendarbeit, Beratung, Klima, Inklusion, Chancengleichheit
386;https://www.civic-coding.de/community/projekt/ein-neues-ethisch-intelligentes-assoziatives-multi-layer-facebook/242;Ein neues, ethisch-intelligentes, assoziatives, multi-layer Facebook.;https://www.civic-coding.de/community/projekt/ein-neues-ethisch-intelligentes-assoziatives-multi-layer-facebook/242;Civic Coding;Unbekannt;Ich bin der Begründer der Ethischen Intelligenz. Es ist eine Art Universal-Philosophie o. -Paradigma. Ein neues Facebook könnte eine erste konkrete Anwendung darstellen. Dabei wünsche ich mir einige neue Attribute, die über das aktuelle FB weit hinaus gehen. 280 Chars = zu wenig;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;KI Anwendung, Plattform;Soziale Arbeit, Vernetzung
387;https://www.civic-coding.de/community/projekt/casablancaai/323;Casablanca.AI;https://www.civic-coding.de/community/projekt/casablancaai/323;Civic Coding;Unbekannt;Unser zum Patent angemeldetes Casablanca-Verfahren nutzt neueste KI-Technologien (GANs mit zusätzlichen Diskriminatoren), um die Kamera virtuell hinter die Augen des Gesprächspartners zu bewegen und somit Videoconferencing zu revolutionieren. Voilà, der Blickkontakt ist zurück!;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;KI Anwendung, Web-App;Arbeit, Nachhaltigkeit
388;https://www.civic-coding.de/community/projekt/trutzwerk-ein-digitaler-agent-zum-schutz-der-privatsphaere-in-digitalen-welten/224;Trutzwerk - ein digitaler Agent zum Schutz der Privatsphäre in digitalen Welten;https://www.civic-coding.de/community/projekt/trutzwerk-ein-digitaler-agent-zum-schutz-der-privatsphaere-in-digitalen-welten/224;Civic Coding;Unbekannt;Wir möchten uns frei in digitalen Welten bewegen, ohne ständig beobachtet oder beeinflusst zu werden. Manchmal möchte wir unerkannt bleiben oder unter Pseudonym handeln. Bei Rechtsgeschäften darf sich niemand für uns ausgeben. Ein KI-unterstützter Agent ermöglicht uns dies.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;KI Anwendung, Datenanwendung für Öffentlichkeit;Datenschutz
389;https://www.civic-coding.de/community/projekt/therapie-set-fur-ganzheitliche-praeventionsmassnahmen/252;Therapie-Set für ganzheitliche Präventionsmaßnahmen;https://www.civic-coding.de/community/projekt/therapie-set-fur-ganzheitliche-praeventionsmassnahmen/252;Civic Coding;Unbekannt;Prävention ist lebenswichtig: Prävention ist ein Sammelbegriff und bezeichnet daher alle Maßnahmen, um Risiken für Krankheiten zu verhindern und zu vermindern https://www.bundesgesundheitsministerium.de/krankenversicherung-praevention.htm;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Gesundheit;Gesundheit, Arbeit
390;https://www.civic-coding.de/community/projekt/nutzung-intelligenter-technik-als-ergaenzende-assistenz-zum-selbstbestimmten-wohnen-von-menschen-mit-behinderungen/249;Nutzung intelligenter Technik als ergänzende Assistenz zum selbstbestimmten Wohnen von Menschen mit Behinderungen;https://www.civic-coding.de/community/projekt/nutzung-intelligenter-technik-als-ergaenzende-assistenz-zum-selbstbestimmten-wohnen-von-menschen-mit-behinderungen/249;Civic Coding;Unbekannt;KI basierte Techniken und Anwendungen ergänzen personale Assistenzen für Menschen mit Behinderung und versetzen diese so in die Lage, selbstbestimmt in einer eigenen Wohnung zu leben. KI, der behinderte Mensch und sein Assistent entwickeln gemeinsam neue Assistenzmuster;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;KI Anwendung, Forschung;Inklusion, Gesundheit, Technologie, Barrierefreiheit, Soziale Arbeit, Wohlfahrt
391;https://www.civic-coding.de/community/projekt/navigable-knowledge-spaces-and-personalised-learning-paths-to-approach-global-challenges-with-21st-century-skills/248;Navigable knowledge spaces and personalised learning paths to approach global challenges with 21st century skills;https://www.civic-coding.de/community/projekt/navigable-knowledge-spaces-and-personalised-learning-paths-to-approach-global-challenges-with-21st-century-skills/248;Civic Coding;Unbekannt;Leveraging AI, we create an exploration and learning space that enables learners to navigate complex economic, political and scientific issues intuitively by providing personalized learning pathways based on the background knowledge, interests, and preferences of the user.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;E-Learning, Interaktive Datenexploration, Web-App;Bildung, KI, Chancengleichheit, Inklusion, Nachhaltigkeit
392;https://www.civic-coding.de/community/projekt/vielfalt-diversity-footprint-tool-fur-unternehmen-inklusive-ki-basierter-auswertung-von-handlungsempfehlungen/230;Vielfalt+, Diversity-Footprint-Tool für Unternehmen inklusive KI-basierter Auswertung von Handlungsempfehlungen;https://www.civic-coding.de/community/projekt/vielfalt-diversity-footprint-tool-fur-unternehmen-inklusive-ki-basierter-auswertung-von-handlungsempfehlungen/230;Civic Coding;Laufend;Entwicklung eines ganzheitlichen Diversity-Footprint-Tools für Unternehmen mittels KI-gestützter Auswertung der Datenbank wirfürvielfalt.de. Die Ergebnisse sind passgenaue Handlungsempfehlungen für das betriebliche Diversity-Management.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;Vielfalt+;KI Anwendung, Datenanalyse, Beratung, Datenvisualisierung;Arbeit, Inklusion, Chancengleichheit, Demokratie
393;https://www.civic-coding.de/community/projekt/fallacy-ai/256;Fallacy ai;https://www.civic-coding.de/community/projekt/fallacy-ai/256;Civic Coding;Unbekannt;"Rolf Dobelli hat seinen Buch ""Die Kunst des klaren Denkens: 52 Denkfehler, die Sie besser anderen überlassen"" gezeigt das meinschliche Entscheidungen fehlerhaft sein können. Die AI versucht den User mit diesem Wissen bei Entscheidungen zu unterstützen.";CC-BY-NC-ND 4.0;https://www.civic-coding.de;;KI Anwendung, Natural Language Processing;Arbeit, Weiterbildung, Soziale Arbeit
394;https://www.civic-coding.de/community/projekt/der-digitale-ingenieur-als-assistent-fur-technische-weiterbildung/245;"Der ""digitale Ingenieur"" als Assistent für technische Weiterbildung";https://www.civic-coding.de/community/projekt/der-digitale-ingenieur-als-assistent-fur-technische-weiterbildung/245;Civic Coding;Unbekannt;Die Informationsflut stellt für Ingenieure eine große Herausforderung dar, relevante Inhalte für ihre Weiterbildung zu finden.Unsere Idee ist eine KI,die technische Fachinformationen im Internet monitort und einem Ingenieur neue und relevante Beiträge für sein Fachgebiet liefert.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Maschinelles Lernen, KI Anwendung, Web-App, Datenanalyse;Weiterbildung, Arbeit, Bildung, Technologie
395;https://www.civic-coding.de/community/projekt/seminar-first-steps-in-digitalization-and-process-automation-using-bot-automation/292;"Seminar ""First steps in digitalization and process automation using bot automation""";https://www.civic-coding.de/community/projekt/seminar-first-steps-in-digitalization-and-process-automation-using-bot-automation/292;Civic Coding;Unbekannt;The gap between cutting-edge available AI algorithms and the current state of automation and digitalization in most organizations is huge. We plan to create a training curriculum to offer very practice-relevant basics of process digitalization and bot automation (also called RPA);CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Workshops, Prozessautomatisierung;Arbeit, Technologie
396;https://www.civic-coding.de/community/projekt/explainable-ai-made-simple/345;Explainable AI made simple!;https://www.civic-coding.de/community/projekt/explainable-ai-made-simple/345;Civic Coding;Laufend;Das Ziel ist es, die Funktionalität von Erklärbarer KI anderen Entwicklern und Data Scientists durch open-source Technologie so einfach, stabil und integriert wie möglich verfügbar zu machen. Dabei wollen wir eine möglichst weite Verbreitung von vorhandenen Verfahren ermöglichen.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Open-Source, Plattform, Maschinelles Lernen, KI Anwendung;Technologie, KI, Datenanalyse, Datenvisualisierung
397;https://www.civic-coding.de/community/projekt/the-presentation-trainer-goes-ai/247;The Presentation Trainer goes AI;https://www.civic-coding.de/community/projekt/the-presentation-trainer-goes-ai/247;Civic Coding;Laufend;The Presentation Trainer (PT) is a tool designed to train basic public speaking skills by giving feedback on nonverbal communication. The idea to add an NLP module to the PT, so that it can help users to train also verbal aspects. https://www.youtube.com/watch?v=ElB6OvbL8fA;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;E-Learning, KI Anwendung, Natural Language Processing, Forschung;Bildung, Arbeit, Weiterbildung
398;https://www.civic-coding.de/community/projekt/ki-beschleunigt-die-vermittlung-von-immobiliendarlehen-erhoeht-die-beratungsqualitaet-und-verringert-risiken/301;KI beschleunigt die Vermittlung von Immobiliendarlehen, erhöht die Beratungsqualität und verringert Risiken;https://www.xing.com/profile/Christian_Rautenberg2/cv;Civic Coding;Unbekannt;"An einer Baufinanzierung sind zahlreiche Personen (Verkäufer, Käufer, Notar, Makler, Finanzierungsberater, Bank, Objektgutachter, ggf. weitere) beteiligt. Die Idee ist, mittels KI die Abwicklung zu optimieren und ""Verwaltungsaufgaben"" durch KI besser und schneller zu erledig";CC-BY-NC-ND 4.0;https://www.civic-coding.de;;KI Anwendung, Prozessautomatisierung;Arbeit, Technologie
399;https://www.civic-coding.de/community/projekt/arttemis/228;ARTTEMIS;https://www.civic-coding.de/community/projekt/arttemis/228;Civic Coding;Unbekannt;ARTTEMIS ist ein Assistent für den Büroalltag, er ist in der Lage Dokumentations- Such- und Kommunikationsaufgaben zu übernehmen. Mit Hilfe von KI und Big Data Analytics ist er in der Lage sich selbst und sein Umfeld laufend zu verbessern.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;KI Anwendung, Maschinelles Lernen, Prozessautomatisierung, Prozessoptimierung, Web-App, Plattform, Datenanwendung für Öffentlichkeit;Arbeit, Soziales, KI, Datenanalyse, Prozessautomatisierung, Prozessoptimierung
400;https://www.civic-coding.de/community/projekt/kollaborative-strategieentwicklung-auf-basis-ki-generierter-informationen/331;Kollaborative Strategieentwicklung auf Basis KI-generierter Informationen;https://www.xing.com/profile/Erika_Merz/portfolio;Civic Coding;Unbekannt;Online-Plattform für Planer und Entscheider (Forschung, Politik, Wirtschaft, Gesellschaft) zur kollaborativen Strategieentwicklung auf Basis KI-generierter und menschlich validierter Informationen aus heterogenen Spezialgebieten (z.B. soziokulturell, technologisch, ökonomisch).;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Plattform, Web-App, Kollaborative Strategieentwicklung, Maschinelles Lernen, Datenanalyse;Arbeit und Soziales, Technologie, Innovation, Öffentliche Verwaltung, Wirtschaft, Forschung, Nachhaltigkeit
401;https://www.civic-coding.de/community/projekt/mr-p/253;Mr. P.;https://www.civic-coding.de/community/projekt/mr-p/253;Civic Coding;Unbekannt;"Mr. P. ist ein hochentwickelter ""Digital Twin"" eines, bzw. mehrere real existierender Politkern.";CC-BY-NC-ND 4.0;https://www.civic-coding.de;Mr. P.;KI Anwendung, E-Learning, Simulation, Plattform;Arbeit, Soziale Arbeit, Chancengleichheit, Demokratie
402;https://www.civic-coding.de/community/projekt/merlin-aio-das-freie-all-in-one-ki-system-fur-alle/350;Merlin AIO – Das freie All-in-One KI-System für alle;https://www.civic-coding.de/community/projekt/merlin-aio-das-freie-all-in-one-ki-system-fur-alle/350;Civic Coding;Unbekannt;Merlin AIO (kurz: Merlin) ist ein auf Open-Source-Software basierender, lernender, digitaler Sprachassistent, der im Gegensatz zu anderen bekannten Systemen auch ohne Internetverbindung auskommt, so dass man die volle Kontrolle über alle Daten behält.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;Merlin;Open-Source, KI Anwendung, Maschinelles Lernen, Plattform;Arbeit, Technologie, KI, Nachhaltigkeit
403;https://www.civic-coding.de/community/projekt/plattform-fur-eine-transparente-ermittlung-von-immobilienpreisen-und-mieten/268;Plattform für eine transparente Ermittlung von Immobilienpreisen und Mieten;https://www.civic-coding.de/community/projekt/plattform-fur-eine-transparente-ermittlung-von-immobilienpreisen-und-mieten/268;Civic Coding;Unbekannt;Die Preise für Immobilien sind in den letzten Jahren kontinuierlich gestiegen. Mit KI können individuelle Immobilienpreise und Mieten für alle Beteiligten transparent und fair ermittelt werden, so dass Mietwucher und Spekulation beim Grundrecht Wohnen eingeschränkt werden können.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Plattform, Maschinelles Lernen, KI Anwendung;Wohnen, Chancengleichheit, Teilhabe, Soziale Arbeit
404;https://www.civic-coding.de/community/projekt/edu-ai/255;Edu ai;https://www.civic-coding.de/community/projekt/edu-ai/255;Civic Coding;Unbekannt;"Oft ist Frage wie bilde ich mich für den Job weiter bzw. welches Studium sollte ich wahrnehmen. ""edu ai"" kann bei dieser Frage unterstützen.";CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Empfehlungssystem, KI Anwendung;Bildung, Arbeit
405;https://www.civic-coding.de/community/projekt/teachers-match-eine-plattform-die-lehrerinnen-ein-netzwerk-zur-optimierung-des-digitalen-unterrichts-anbietet/333;Teacher‘s Match - Eine Plattform, die LehrerInnen ein Netzwerk zur Optimierung des digitalen Unterrichts anbietet;https://www.civic-coding.de/community/projekt/teachers-match-eine-plattform-die-lehrerinnen-ein-netzwerk-zur-optimierung-des-digitalen-unterrichts-anbietet/333;Civic Coding;Unbekannt;Zur Verbesserung des digitalen Unterrichts -gerade in Zeiten der Corona-Pandemie- soll die Plattform den Lehrern eine Möglichkeit geben, einen Partner zu finden, der sie beim digitalen Unterricht in kleinen Gruppen unterstützt.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Plattform, Matching, Vernetzungsassistent, KI Anwendung;Bildung, Arbeit mit Kindern
406;https://www.civic-coding.de/community/projekt/emotionserkennung-durch-analyse-der-koerperpose/246;Emotionserkennung durch Analyse der Körperpose;https://www.civic-coding.de/community/projekt/emotionserkennung-durch-analyse-der-koerperpose/246;Civic Coding;Unbekannt;Mit dem Einsatz von Künstlicher Intelligenz soll ein System entwickelt werden für die Erkennung von Emotionen. Dabei wird Bild- und Videomaterial des gesamten Körpers einer Person verwendet, um so durch die Körperpose eine Analyse durchzuführen.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Maschinelles Lernen, KI Anwendung, Computer Vision, Datenanalyse;Arbeit, Gesundheit, Sport
407;https://www.civic-coding.de/community/projekt/lo-fiki/273;LO-FI_KI;https://www.civic-coding.de/community/projekt/lo-fiki/273;Civic Coding;Laufend;Beim Erstellen eines Bildes aus verschiedener visueller Elementen z.B. dem Integrieren von Personen in Hintergründe, bedarf es Spezialisten oder teure Software. Um diesen Prozess zu vereinfachen, soll eine KI entwickelt werden die Perspektiven in digitalen Bildern erkennt.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;LO-FI_KI;KI Anwendung, Computer Vision, Web-App;Bildung, Arbeit, Technologie, Nachhaltigkeit
408;https://www.civic-coding.de/community/projekt/ki-gestutzte-analyse-von-geodaten-und-schaffung-einer-markt-kommunikationsplattform-fur-infrastrukturinvestitionen/281;KI-gestützte Analyse von Geodaten und Schaffung einer Markt- /Kommunikationsplattform für Infrastrukturinvestitionen;https://www.civic-coding.de/community/projekt/ki-gestutzte-analyse-von-geodaten-und-schaffung-einer-markt-kommunikationsplattform-fur-infrastrukturinvestitionen/281;Civic Coding;Unbekannt;Ziel: Abstimmungs- / Entscheidungsprozesse zwischen Bürgern, Investoren, Exekutive und der Judikative neu gestalten Funktionen : KI-gestützte Analyse/Auswertung von Geodaten, Liegenschaftsdaten, Infrastrukturdaten Markt- /Kommunikationsplattform Vermittlung Investoren;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;KI Anwendung, Plattform, Datenanalyse, Datenvisualisierung, Prozessautomatisierung;Energie, Umweltschutz, Mobilität
409;https://www.civic-coding.de/community/projekt/ai-playground-as-a-service/336;AI playground as a service;https://www.civic-coding.de/community/projekt/ai-playground-as-a-service/336;Civic Coding;Unbekannt;Allow visitors to experience a collection of existing AI models in practice, but letting them submit their data and seeing when models do and do not work.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Web-App, KI Anwendung, Interaktive Datenexploration, Maschinelles Lernen;Arbeit, Technologie
410;https://www.civic-coding.de/community/projekt/safer-from-home-to-work-ai-for-a-better-mobility-infrastructure/267;Safer from Home to Work: AI for a better mobility infrastructure.;https://www.strava.com/athletes/40396202;Civic Coding;Unbekannt;Inadequate infrastructure is a non-negligible factor in many traffic accidents. Using AI, satellite imagery, police accident reports and further data-sources, we propose to help municipalities pinpoint and decide in real time adaptations of infrastructures that will save lives.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Maschinelles Lernen, Datenanalyse;Mobilität, Umweltschutz
411;https://www.civic-coding.de/community/projekt/procedures-ai/257;Procedures ai;https://www.civic-coding.de/community/projekt/procedures-ai/257;Civic Coding;Unbekannt;Eine KI mittels App, die hilft standardisierte Abläufe in der physische Welt zu vereinfachen;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;KI Anwendung, Computer Vision, Web-App, Prozessautomatisierung, Maschinelles Lernen, Automatisierung;Arbeit, Arbeitswelt, Technologie, Prozessoptimierung
412;https://www.civic-coding.de/community/projekt/fraeulein-digital-automatisierte-kontrolle-und-korrektur-differenzierter-freiarbeitsaufgaben-fur-erstklaessler-mit-ipad/316;Fräulein Digital - Automatisierte Kontrolle und Korrektur differenzierter Freiarbeitsaufgaben für Erstklässler mit iPad;https://www.civic-coding.de/community/projekt/fraeulein-digital-automatisierte-kontrolle-und-korrektur-differenzierter-freiarbeitsaufgaben-fur-erstklaessler-mit-ipad/316;Civic Coding;Unbekannt;Corona nervt - und beschneidet unsere Möglichkeiten, in unserer inklusiv geführten Partnerklasse Kinder mit und ohne geistige Behinderung da abhzuholen, wo sie stehen. Wir brauchen Unterstützung durch KI, die uns die Freiarbeit kontrolliert, korrigiert und individuell fördert.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Prozessautomatisierung, KI Anwendung, E-Learning, Web-App;Inklusion, Bildung, Arbeit mit Kindern, Chancengleichheit, Soziale Arbeit, Gesundheit
0;https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/drk-data-science-hub/2;DRK Data Science Hub;https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/drk-data-science-hub/2;Civic Coding;Laufend;Der DRK Data Science Hub erprobt mit Pilotprojekten wie datenanalytische Verfahren einen Mehrwert in den sozialen Angeboten vor Ort erzeugen können. Im Fokus des Projekts steht neben den Datenpilotprojekten der Aufbau eines Expert*innen-Netzwerks, die Implementierung eines Fortbildungsangebot zur Stärkung der Datenkompetenz im DRK und der Ausbau der technischen Infrastruktur innerhalb des Verbandes, zum Beispiel durch die Entwicklung eines Datenkatalogs in der DRK-Wohlfahrt.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Datenanalyse, KI-Anwendung, Vernetzung, Beratung, Datenportal, Explorative Analyse, Training;Soziale Arbeit, Gesellschaft, Wohlfahrt
