Quelle;Projektname;Art;Einsatzbereich;Webseite-Link;Organisation;Status;Kurzzusammenfassung
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/die-herzenswunsch-team-app-schnelle-einsatzplanung-u-kommunikation-mit-der-app-fur-die-herzenswunsch-initiative/685;"Die ""Herzenswunsch Team App"" - Schnelle Einsatzplanung u. Kommunikation mit der App für die Herzenswunsch Initiative";Interaktive App, Digitale Plattform, Interne Datenanwendung, Prozessautomatisierung;Gesundheit, Wohlfahrt, Soziale Arbeit, Kinder- und Jugendhilfe;;Herzenswunsch Initiative;In Weiterentwicklung;Die Cross-Plattform App professionalisiert die Planung und interne Kommunikation der Herzenswunsch Initiative. Durch die App kann schneller auf die Erfüllung letzter Wünsche von unheilbar erkrankten Kindern, Jugendlichen und Erwachsenen reagiert und gehandelt werden.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/corona-schnelltesterkennung-fur-blinde-und-sehbeeintraechtige-menschen/626;Corona Schnelltesterkennung für blinde und sehbeeinträchtigte Menschen;Interaktive App, KI Anwendung;Barrierefreiheit, Gesundheit, Inklusion, Menschen mit Behinderung;;Civic Coding;In Planung;Blinde Personen sind in der Corona-Pandemie bei der Auswertung von Sars-CoV-2-Schnelltests auf die Hilfe ihrer Mitmenschen angewiesen. Mit Hilfe einer App basierend auf Objekterkennungsmodellen soll eine automatische Auswertung von Fotos der Schnelltestergebnisse möglich werden.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/untlitz-de-indentifizierung-von-personenbildern-fur-verbesserte-oeffentlichkeitsarbeit/618;UNTLITZ De-indentifizierung von Personenbildern für verbesserte Öffentlichkeitsarbeit;KI Anwendung;Datenschutz;;;In Weiterentwicklung;Das Projekt UNTLITZ beschäftigt sich mit der De-Identifizierung von Personenbildern, um die Persönlichkeitsrechte bei der Öffentlichkeitsarbeit zu wahren und den Datenschutz zu gewährleisten.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/cpu-architekture-etwas-anders/588;CPU Architekture etwas anders;KI Anwendung;KI;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/cpu-architekture-etwas-anders/588;Civic Coding;In Planung;Das Projekt adressiert die Problematik, dass Computer immer noch Assembler mit überholten Funktionen verwenden. Es zielt darauf ab, neue Wege für CPU-Architekturen zu erkunden.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/learning-machine-into-own-direction/587;Learning Machine into own direction;KI Anwendung, Generative KI, Large Language Model (LLM);KI;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/learning-machine-into-own-direction/587;;In Planung;Das Projekt beschreibt eine sich selbst analysierende und interagierende Maschine, die Denkprozesse nutzt, sich unterhalten und antreiben kann.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/digistadtv-digitale-souveraenitaet-fur-alle-kommunalen-und-staedtischen-verwaltungen/565;DigiStadtV - Digitale Souveränität für alle kommunalen und städtischen Verwaltungen;KI Anwendung, Prozessautomatisierung, Digitale Plattform;Verwaltung, Datenschutz, Transparenz;;;In Weiterentwicklung;Das Projekt DigiStadtV entwickelt einen digitalen Dienst, um in kommunalen und städtischen Verwaltungen das Abtippen großer Texte zu eliminieren. Ziel ist die sichere und souveräne Verarbeitung von Daten, ähnlich wie bei OCR-Diensten.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ai-for-addressing-urban-inequality/564;AI for addressing urban inequality;KI Anwendung, Datenanalyse, Karte, Entscheidungsassistent;Stadt, Armut, KI, Stadtplanung, Gleichberechtigung;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ai-for-addressing-urban-inequality/564;Civic Coding;In Weiterentwicklung;Dieses Projekt entwickelt eine hochgranulare KI-gestützte Kartierung städtischer Ungleichheit. Ziel ist es, politische Entscheidungsträger dabei zu unterstützen, die Auswirkungen ungleicher Einkommensverteilung auf Wohlbefinden und Segregation zu adressieren.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/onda-one-deafworld-app/563;OnDA (One Deafworld App);Interaktive App, KI Anwendung, Digitale Plattform;Barrierefreiheit, Inklusion, Kommunikation;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/onda-one-deafworld-app/563;Civic Coding;In Weiterentwicklung;OnDA ist eine generationsübergreifende Cross-Plattform-App zur Verbesserung der Kommunikation zwischen hörbehinderten, taubblinden und normalhörenden Menschen. Sie bietet Funktionen wie automatisierte Termin-Koordination und barrierefreie Video- und Telefonfunktionen.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/der-nutzen-ki-basierter-sprachanalysen-bei-einer-mediation/562;Der Nutzen KI-basierter Sprachanalysen bei einer Mediation;KI Anwendung, Datenanalyse;Beratung, Soziale Arbeit;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/der-nutzen-ki-basierter-sprachanalysen-bei-einer-mediation/562;Civic Coding;In Planung;Dieses Projekt zielt darauf ab, durch KI-basierte Sprachanalysen wiederkehrende sprachliche Auffälligkeiten in Mediationsverfahren zu erkennen. Dabei sollen deeskalierende und eskalierende Sprachmuster analysiert werden, um Konflikte gezielter zu schlichten.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/telemarie/561;Telemarie;Digitale Plattform;Senioren;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/telemarie/561;;In Betrieb;Telemarie ist ein Seniorentablet, das auf einfachste Weise die Kommunikation sowie das Teilen von Medien zwischen SeniorInnen und ihren Familien und FreundInnen ermöglicht, ganz ohne Anmeldung, Passwörter oder Social Media.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/schreibenlernen-mit-ki/553;Schreibenlernen mit KI;KI Anwendung, Interaktive App;KI, Arbeit mit Kindern;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/schreibenlernen-mit-ki/553;;In Weiterentwicklung;Das Projekt zielt darauf ab, einen virtuellen Lernpartner zu entwickeln, der Kindern autonomes Schreibenlernen ermöglicht. Es basiert auf einem bestehenden analogen Buch und sucht Partner für die Weiterentwicklung zu einer digitalen Anwendung.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/schmusebaer-mit-knopf-im-ohr/548;Schmusebär mit Knopf im Ohr;KI Anwendung, Digitale Plattform, Vernetzungsassistent;Kinder- und Jugendhilfe, Mentale Gesundheit, Beratung;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/schmusebaer-mit-knopf-im-ohr/548;;Unbekannt;Das Projekt bietet Trost für Kinder, die mit dem Sterben von Angehörigen konfrontiert sind. Ein Teddybär mit einem Chip verbindet sie mit dem OSKAR Telefon, um Sorgen zu teilen und Unterstützung zu finden.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/selbstlernendes-barrierefreies-kommunikations-tablet/546;Selbstlernendes, barrierefreies Kommunikations-Tablet;Interaktive App, KI Anwendung, Sprach-Editor, Übersetzungsassistent, Entscheidungsassistent;Barrierefreiheit, Inklusion, Menschen mit Behinderung;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/selbstlernendes-barrierefreies-kommunikations-tablet/546;;In Weiterentwicklung;Ein selbstlernendes, barrierefreies Kommunikations-Tablet/App für Kinder und Erwachsene mit Einschränkungen, das Sprache in Schrift umwandelt und umgekehrt. Es bietet zudem Hilfsfunktionen, Lern- und Spiele-Apps sowie einen Übersetzer und erleichtert die Kommunikation.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/pia-persoenlicher-informations-assistent/544;Pia - Persönlicher Informations Assistent;KI Anwendung, Digitale Plattform;Datenschutz;;Perfect-iD GmbH;In Weiterentwicklung;Pia ist eine Lösung zur sicheren Verwaltung und Speicherung personenbezogener und biometrischer Daten von Privatpersonen, die deren zweckgebundene temporäre Freigabe über eine sichere Schnittstelle ermöglicht.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/regle-deinen-kram-mit-aktiver-vorsorge-vorausschauend-und-verantwortungsbewusst-handeln/538;Regle Deinen Kram – Mit aktiver Vorsorge vorausschauend und verantwortungsbewusst handeln!;Digitale Plattform, Entscheidungsassistent;Wissensmanagement, Teilhabe;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/regle-deinen-kram-mit-aktiver-vorsorge-vorausschauend-und-verantwortungsbewusst-handeln/538;;Unbekannt;"Das Projekt ""Regle Deinen Kram"" motiviert Menschen, Vorsorge-Themen selbstbestimmt anzugehen. Es bietet digitale, leicht verständliche und handlungsorientierte Hilfe beim Strukturieren und Informieren zum Ordnen von Papierkram."
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/respeak-powerful-dialogs-for-better-relationships/537;Respeak – Powerful Dialogs for Better Relationships;KI Anwendung, Entscheidungsassistent;Wohlfahrt, Soziale Arbeit;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/respeak-powerful-dialogs-for-better-relationships/537;;In Weiterentwicklung;Die KI „Respeak“ nutzt kraftvolle Dialoge, um eine bessere und nachhaltige Beziehungsentwicklung in einer digitalen Welt zu ermöglichen, indem sie weniger Fragen und mehr Antworten liefert.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/sgb-antraege-vernetzen/534;SGB Anträge vernetzen;KI Anwendung, Prozessautomatisierung, Entscheidungsassistent;Verwaltung, Gesundheit;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/sgb-antraege-vernetzen/534;;In Weiterentwicklung;Dieses Projekt nutzt KI, um die Bürokratie und Antragsflut zu vereinfachen. Langfristig sollen auf Basis der ICD-Klassifikation entsprechende Anträge bearbeitungsreif initiiert werden.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/universal-app-fur-freie-smartphone-netzwerk-verbindungen-ohne-unmittelbaren-internetzugang/533;UNIVERSAL-APP für freie SMARTPHONE-Netzwerk Verbindungen ohne unmittelbaren Internetzugang;Interaktive App, Vernetzungsassistent, Digitale Plattform;Katastrophenschutz;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/universal-app-fur-freie-smartphone-netzwerk-verbindungen-ohne-unmittelbaren-internetzugang/533;Civic Coding;In Weiterentwicklung;Im Katastrophenfall, wenn Funkmasten ausfallen, bietet dieses Projekt eine Universal-App, die Smartphones über Peer-2-Peer Mesh-Netzwerke mittels W-Lan, Wi-Fi-Direct, Bluetooth und LoRaWAN schnell und sicher verbindet.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/beezle-bug-ki-gesteuertes-assistenzsystem-fur-jugendliche/526;Beezle-Bug: KI gesteuertes Assistenzsystem für Jugendliche;KI Anwendung, Interaktive App, Entscheidungsassistent, Spracherkennung;Jugendarbeit, Kinder- und Jugendhilfe;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/beezle-bug-ki-gesteuertes-assistenzsystem-fur-jugendliche/526;;In Weiterentwicklung;Beezle-Bug ist ein KI-gesteuertes Assistenzsystem für Kinder und Jugendliche, das mit den Interessen der Nutzer mitwachsen soll. Es verfügt über eine Benutzeroberfläche (App/VR/AR) sowie Bild- und Spracherkennung.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/digital-flow-smart-education-mit-ki/507;Digital Flow | Smart Education mit KI;KI Anwendung, Digitale Plattform;Wissensmanagement, KI;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/digital-flow-smart-education-mit-ki/507;Civic Coding;In Weiterentwicklung;Dieses Projekt ermöglicht im Lernort Technik analoges Begreifen und digitales Verstehen durch bildungspädagogische Lernmittel. Es verknüpft das Erlernte im Reallabor SMART Factory durch die Integration einer digitalen KI-Plattform mit der Praxis.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/jobluchs-luchs-dir-jetzt-dein-traumjob-app/457;Jobluchs – Luchs dir jetzt dein Traumjob (App);Interaktive App, KI Anwendung, Matching;Arbeit;;Civic Coding;In Weiterentwicklung;Die Jobapp soll den Bewerbungsprozess vereinfachen und das Führen von Vorstellungsgesprächen ermöglichen. Das Projekt sucht nach Partnern wie KMU und Start-ups sowie Privatpersonen.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/techmentor-ki-gestutztes-matching-mit-it-mentoren/443;TechMentor - KI-gestütztes Matching mit IT-Mentoren;KI Anwendung, Matching, Digitale Plattform;Wissensmanagement, Vernetzung, Beratung;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/techmentor-ki-gestutztes-matching-mit-it-mentoren/443;Civic Coding;In Betrieb;TechMentor ist eine KI-Plattform, die IT-Experten mit Personen zusammenbringt, die Unterstützung beim Umgang mit neuen Technologien in der Arbeitswelt benötigen. Ziel ist es, den sicheren und bequemen Austausch von Wissen und Hilfe zu ermöglichen.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/rechtsberatung-und-sematische-suchmaschine-fur-gesetze/442;Rechtsberatung und sematische Suchmaschine für Gesetze;KI Anwendung, Large Language Model (LLM), Entscheidungsassistent, Semantische Suchmaschine;Verwaltung, Transparenz, Rechtswesen;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/rechtsberatung-und-sematische-suchmaschine-fur-gesetze/442;;In Planung;Das Projekt schlägt eine KI-basierte semantische Suchmaschine vor, die Gesetze durchsucht, um die Beantwortung von Rechts- und Gesetzesfragen zu vereinfachen. Ein Jurist würde nur noch zur abschließenden Prüfung der Rechtssicherheit hinzugezogen.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/agorai-update-democracy/440;Agorai | Update Democracy;Interaktive App;Demokratie;;;In Weiterentwicklung;Agorai | Update Democracy ist eine App, die Bürger*innen befähigt, das Land aktiv mitzugestalten und ihre Interessen unkompliziert zu formulieren. Ziel ist es, die Demokratie zu modernisieren und zu aktualisieren.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/meta-der-weltweit-erste-antidiskriminierungschatbot/359;Meta - der weltweit erste Antidiskriminierungschatbot;KI Anwendung, Beratung, Interaktive App;Antidiskriminierung, Barrierefreiheit, Beratung, KI, Menschenrechte;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/meta-der-weltweit-erste-antidiskriminierungschatbot/359;;In Betrieb;Meta ist der weltweit erste Antidiskriminierungschatbot mit der Mission Betroffenen von Diskriminierungen digital und barrierefrei zu beraten. Er ist für Betroffene kostenlos und kann jederzeit anonym über Handy oder PC genutzt werden.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/merlin-aio-das-freie-all-in-one-ki-system-fur-alle/350;Merlin AIO – Das freie All-in-One KI-System für alle;KI Anwendung, Large Language Model (LLM);KI;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/merlin-aio-das-freie-all-in-one-ki-system-fur-alle/350;Civic Coding;In Planung;Merlin AIO ist ein auf Open-Source-Software basierender, lernender, digitaler Sprachassistent. Er funktioniert auch ohne Internetverbindung und ermöglicht Nutzern die volle Kontrolle über ihre Daten.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/flying-eye-die-autonom-fliegende-baustellenuberwachungsdrohne/349;Flying Eye - Die autonom fliegende Baustellenüberwachungsdrohne;KI Anwendung, Automatisierte Datenübermittlung, Monitoring;Transparenz, Verwaltung;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/flying-eye-die-autonom-fliegende-baustellenuberwachungsdrohne/349;;Unbekannt;Flying Eye ist eine autonom fliegende Drohne, die mithilfe von KI den Arbeitsschutz auf Baustellen überwacht. Sie erkennt und dokumentiert Verstöße wie das Fehlen eines Helms und sendet entsprechende Benachrichtigungen.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/key2beme-community-zur-berufsorientierung/348;KEY2BE.ME Community zur Berufsorientierung;Digitale Plattform, KI Anwendung, Vernetzungsassistent;Wissensmanagement, Vernetzung;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/key2beme-community-zur-berufsorientierung/348;Civic Coding;In Weiterentwicklung;KEY2BE.ME ist eine geplante digitale Plattform zur Berufsorientierung. Sie bringt eine Community zusammen, teilt Wissen und vernetzt mithilfe von KI passende Menschen für den gemeinsamen Lernprozess.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/mehr-chancengleichheit-durch-bias-erkennung-und-bereinigung-in-datensaetzen/346;Mehr Chancengleichheit durch Bias-Erkennung und Bereinigung in Datensätzen;KI Anwendung, Datenanalyse;Chancengleichheit, Gleichberechtigung, Antidiskriminierung, KI;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/mehr-chancengleichheit-durch-bias-erkennung-und-bereinigung-in-datensaetzen/346;Civic Coding;In Betrieb;Viele Datensätze spiegeln unsere Wirklichkeit aufgrund von Verzerrungen und unbewussten Diskriminierungen nicht äquivalent wider. Für mehr Chancengleichheit und Gleichberechtigung unterstützt die KI basierte Anwendung die Erkennung und Bereinigung von Bias in Datensätzen.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/explainable-ai-made-simple/345;Explainable AI made simple!;KI Anwendung, Offene Daten;KI, Transparenz;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/explainable-ai-made-simple/345;Civic Coding;In Weiterentwicklung;Das Projekt zielt darauf ab, die Funktionalität von Erklärbarer KI durch Open-Source-Technologie für Entwickler und Data Scientists einfach, stabil und integriert verfügbar zu machen, um eine weite Verbreitung vorhandener Verfahren zu ermöglichen.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/she-leaders-at/344;S/HE LEADERS (AT);KI Anwendung, Entscheidungsassistent;Frauen, Gleichberechtigung, Gleichstellung, Chancengleichheit;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/she-leaders-at/344;;In Betrieb;Dieses KI-Projekt unterstützt weibliche Führungspersönlichkeiten bei strategischen Karriereentscheidungen. Ziel ist es, den Anteil von Frauen in Führungspositionen zu erhöhen und Unternehmensstrukturen zu diversifizieren.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/addressing-diverse-learners-challenges-by-leveraging-ki-technologies/341;Addressing diverse learners' challenges by leveraging KI technologies;KI Anwendung;Integration, Mentale Gesundheit;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/addressing-diverse-learners-challenges-by-leveraging-ki-technologies/341;;In Planung;Dieses Projekt nutzt KI-Technologien, um Lernende mit unterschiedlichem kulturellem und sprachlichem Hintergrund zu unterstützen. Ein KI-Agent hilft Universitäten und Schulen bei der Förderung der Integration von Studenten und der Unterstützung der psychischen Gesundheit.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/home-office-arbeitssicherheit-und-gesundheitsschutz-von-remote-arbeitsplaetzen/340;Home Office - Arbeitssicherheit und Gesundheitsschutz von Remote-Arbeitsplätzen;KI Anwendung, Monitoring;Gesundheit, Arbeit;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/home-office-arbeitssicherheit-und-gesundheitsschutz-von-remote-arbeitsplaetzen/340;;In Weiterentwicklung;Dieses Projekt zielt darauf ab, Arbeitssicherheit und Gesundheitsschutz an Remote-Arbeitsplätzen zu verbessern. Es nutzt KI-Anwendungen, um Aspekte wie Sitzposition, Monitorabstand und Bewegungspausen zu optimieren.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ki-unterstutzten-job-suche/339;KI-unterstützten Job-Suche;KI Anwendung, Matching;Arbeit, KI, Teilhabe;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ki-unterstutzten-job-suche/339;Civic Coding;In Planung;Das Projekt zielt darauf ab, eine KI-gestützte Job-Suche zu entwickeln, die über einfache Stichwort- oder Profilsuchen hinausgeht. Es sollen KI-Verfahren genutzt werden, um die Qualität der Jobsuche zu verbessern.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/kidia-ki-demonstrator-fur-lebenswerte-industriearbeit/337;KIDIA: KI-Demonstrator für lebenswerte Industriearbeit;KI Anwendung, Interaktive App;Arbeit, Pflege;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/kidia-ki-demonstrator-fur-lebenswerte-industriearbeit/337;;In Weiterentwicklung;Eine Mitarbeiter-APP nutzt KI, um Industriearbeit lebenswert zu machen. Bei laufender Produktion gibt sie Auskunft über freie Zeitslots für die Erledigung lebensnaher Aufgaben wie Weiterbildung, Kinderbetreuung, Pflege von Angehörigen innerhalb der regulären Arbeitstätigkeit.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/teachers-match-eine-plattform-die-lehrerinnen-ein-netzwerk-zur-optimierung-des-digitalen-unterrichts-anbietet/333;Teacher‘s Match - Eine Plattform, die LehrerInnen ein Netzwerk zur Optimierung des digitalen Unterrichts anbietet;Digitale Plattform, Vernetzungsassistent, Matching;Vernetzung, Wissensmanagement;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/teachers-match-eine-plattform-die-lehrerinnen-ein-netzwerk-zur-optimierung-des-digitalen-unterrichts-anbietet/333;;In Planung;Die Plattform Teacher's Match soll Lehrerinnen und Lehrern ein Netzwerk bieten, um Partner zur gegenseitigen Unterstützung bei der Optimierung des digitalen Unterrichts zu finden, insbesondere zur Verbesserung in Zeiten der Corona-Pandemie.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/kollaborative-strategieentwicklung-auf-basis-ki-generierter-informationen/331;Kollaborative Strategieentwicklung auf Basis KI-generierter Informationen;Generative KI, Digitale Plattform, Entscheidungsassistent, Datenanalyse;KI, Wissensmanagement;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/kollaborative-strategieentwicklung-auf-basis-ki-generierter-informationen/331;;In Planung;Das Projekt ist eine Online-Plattform zur kollaborativen Strategieentwicklung für Planer und Entscheider. Sie nutzt KI-generierte und menschlich validierte Informationen aus heterogenen Spezialgebieten.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/casablancaai/323;Casablanca.AI;KI Anwendung;KI, Vernetzung;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/casablancaai/323;Civic Coding;In Weiterentwicklung;Das zum Patent angemeldete Casablanca-Verfahren nutzt KI-Technologien (GANs), um die Kamera virtuell hinter die Augen des Gesprächspartners zu bewegen und so Videoconferencing zu revolutionieren, indem Blickkontakt wiederhergestellt wird.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/flottenintelligenz-mittels-federated-learning/320;Flottenintelligenz mittels Federated Learning;KI Anwendung, Digitale Plattform, Datenanalyse, Analyse von Sensordaten und ML;KI, Wissensmanagement, Nachhaltigkeit, Stadt;;Adap;In Weiterentwicklung;Adap entwickelt eine KI-basierte Flottenplattform, die durch gemeinschaftliches, datenschutzkonformes Lernen einheitliche Einblicke in verteilte Daten ermöglicht.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/fraeulein-digital-automatisierte-kontrolle-und-korrektur-differenzierter-freiarbeitsaufgaben-fur-erstklaessler-mit-ipad/316;Fräulein Digital - Automatisierte Kontrolle und Korrektur differenzierter Freiarbeitsaufgaben für Erstklässler mit iPad;KI Anwendung, Prozessautomatisierung, Interaktive App;Inklusion, Kinder- und Jugendhilfe, Barrierefreiheit;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/fraeulein-digital-automatisierte-kontrolle-und-korrektur-differenzierter-freiarbeitsaufgaben-fur-erstklaessler-mit-ipad/316;;In Planung;Das Projekt 'Fräulein Digital' nutzt KI zur automatisierten Kontrolle und Korrektur differenzierter Freiarbeitsaufgaben für Erstklässler mit iPad. Ziel ist es, Kinder mit und ohne geistige Behinderung individuell zu fördern und Lehrkräfte zu entlasten.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/personalisierte-finanzplanung-fur-soloselbststaendige/314;Personalisierte Finanzplanung für Soloselbstständige;Entscheidungsassistent, KI Anwendung;Beratung, Wohlfahrt;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/personalisierte-finanzplanung-fur-soloselbststaendige/314;;In Weiterentwicklung;Dieses Projekt zielt darauf ab, Soloselbstständige zu nachhaltigen finanziellen Entscheidungen zu befähigen. Die Lösung ermöglicht die Definition eines Finanzplans und warnt automatisch bei Budgetüberschreitungen oder dem Risiko, Geschäftsziele zu verfehlen.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/find-the-best-therapist-for-you/313;Find the Best Therapist for You;Interaktive App, KI Anwendung, Matching, Digitale Plattform;Gesundheit, Mentale Gesundheit, Beratung;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/find-the-best-therapist-for-you/313;;In Weiterentwicklung;Das Projekt 'Find the Best Therapist for You' ist eine App, die mittels KI und neurolinguistischer Programmierung die Suche und Terminfindung für Therapieplätze vereinfachen soll. Sie zielt darauf ab, passende Therapeuten zu matchen und die Sammlung notwendiger Dokumente zu automatisieren.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/intelligente-app-zur-staerkung-der-mentalen-gesundheit-von-jugendlichen/310;Intelligente App zur Stärkung der mentalen Gesundheit von Jugendlichen;Interaktive App, KI Anwendung;Mentale Gesundheit, Jugendarbeit;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/intelligente-app-zur-staerkung-der-mentalen-gesundheit-von-jugendlichen/310;Civic Coding;In Weiterentwicklung;Das Projekt entwickelt eine intelligente App als digitale*n Freund*in für Jugendliche, um deren Persönlichkeitsentwicklung und mentale Gesundheit zu stärken. Die App zielt darauf ab, Empowerment auf Augenhöhe zu bieten und die Sprache der Teenies zu sprechen.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/der-dusb-schutzt-den-arbeitnehmer-vor-ueberraschungen-er-liefert-die-wichtigsten-absicherungen-gegen-risiken-aller-art/304;Der DUSB schützt den Arbeitnehmer vor Überraschungen! Er liefert die wichtigsten Absicherungen gegen Risiken aller Art!;Beratung, Wissensmanagement;Gesundheit, Datenschutz, Wissensmanagement;;Der DUSB e.V.(i.Gr.);Unbekannt;Der DUSB e.V.(i.Gr.) ist ein Dienstleistungsverein für Unternehmer (KMU), der (Jung-)Unternehmer*Innen und ihre Arbeitnehmer*Innen gegen alle Risiken in der Arbeitswelt mittels Gesundheits-, Arbeits- & Datenschutz, finanzieller Sicherung und Rentenfragen absichert.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/digitalisierungsinitiative-kmu-datenschutz-ist-arbeitnehmerschutz/300;Digitalisierungsinitiative KMU - Datenschutz ist Arbeitnehmerschutz;Wissensmanagement;Datenschutz;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/digitalisierungsinitiative-kmu-datenschutz-ist-arbeitnehmerschutz/300;Civic Coding;In Betrieb;Das Projekt zielt darauf ab, Bewusstsein für die Notwendigkeit von Datenschutz zu schaffen, basierend auf der Erkenntnis, dass auch eigene Daten im Unternehmen des Arbeitgebers erfasst und verarbeitet werden können.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/lets-listen-der-online-raum-in-dem-menschen-sich-zuhoeren/299;Lets listen! Der online Raum in dem Menschen sich zuhören.;Digitale Plattform, KI Anwendung, Vernetzungsassistent;Demokratie, Partizipation, Vernetzung, Teilhabe, Beratung;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/lets-listen-der-online-raum-in-dem-menschen-sich-zuhoeren/299;Civic Coding;In Planung;Lets listen! ist eine KI-unterstützte Online-Video-Plattform, die einen sicheren und wertfreien Raum für offene Begegnungen schafft. Ziel ist es, Menschen eine Plattform zu bieten, auf der sie sich gehört und gesehen fühlen, um gesellschaftliche Beziehungen zu stärken.
