Quelle,Projektname,Webseite-Link,Organisation,Status,Kurzzusammenfassung,Projekt-Abkürzung,Lizenz,Lizenz-Organisation
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,AI4Biodiv,https://www.tu-ilmenau.de/unionline/forschung/details/wir-brauchen-ki-zum-erhalt-der-biodiversitaet-1143,Uni Ilmenau,Laufend,"Es sollen KI-Methoden und -Technologien entwickelt werden, die eine effiziente, schnelle und automatisierte Überwachung der biologischen Vielfalt in verschiedenen Lebensräumen und Landschaften ermöglichen, um die Entwicklung von Ökosystemen, Artengemeinschaften und Populationen zu verfolgen und die Ursachen von Veränderungen zu analysieren.",AI4Biodiv,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,CAROLL,https://www.uni-passau.de/caroll/,Uni Passau,Unbekannt,"Im Projekt CAROLL kombinieren die Informatiker um Prof. Dr. Mitrović numerische Ansätze wie maschinelles Lernen mit Erkenntnissen aus der jahrtausendealten Kunst der Rhetorik. Computergestützte Rhetorik ist ein Ansatz zur natürlichen Sprachverarbeitung (NLP). Das Passauer Team kombiniert diesen Ansatz mit Argumentation Mining, ebenfalls ein Forschungsgebiet innerhalb von NLP.",CAROLL,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,sensassist2sens,https://sensassist2sens.de/,Uni Rostock,Unbekannt,"Software für Kinder- und Jugendhilfezentren: „Wie können Sozialarbeit, Softwareentwicklung und Wissenschaft das Potenzial künstlicher und menschlicher Intelligenz erforschen und anwenden?“",sensassist2sens,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Kindly,https://kindly.unicef.io,"UNICEF, Gitanjali Rao",Unbekannt,"Kindly ist eine Open-Source-API, die beleidigende und Cybermobbing-Absichten in Nachrichten erkennt und den Nutzern sofortiges Feedback gibt, damit sie ihre Nachricht überdenken können.",Kindly,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,BeeObserver ,https://hiverize.org,Universität Bremen,Unbekannt,"Für das Projekt „Bee Observer“ werden Bienenstöcke mit Sensoren (Temperatur, Luftfeuchtigkeit, Zugluft am Flugloch, Akustik) ausgestattet, um das Innere zu überwachen. Die so gewonnenen Daten werden von einem KI-System zusammen mit Daten zu Wetter, Standort und epidemiologischer Vorgeschichte in der Umgebung des Bienenstocks verarbeitet. Die so gewonnenen Erkenntnisse sollen genutzt werden, um „konventionelle Praktiken“ neu zu bewerten und zugunsten der Gesundheit des Volkes anzupassen. Des Weiteren können bessere Daten für die Entwicklung von Präventivmaßnahmen bereitgestellt werden.",BeeObserver ,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Komp-Hi,https://komp-hi.de/,Universität Kassel,Abgeschlossen,"Das Projekt Komp-HI konzentriert sich auf die Förderung fachlicher und überfachlicher Kompetenzen durch die soziotechnische Gestaltung von hybriden Intelligenzsystemen. Das Projekt zielt darauf ab, KI einzusetzen, um Lernende beim Aufbau und der Entwicklung wichtiger Kompetenzen parallel zu fachspezifischen Inhalten zu unterstützen. Die Grundidee des Projekts basiert auf der Bereitstellung individualisierter Lernmaterialien sowie individuellem und formativem Feedback während des gesamten Lernprozesses. KI-basierte Lerninnovationen erfordern eine möglichst genaue Analyse der individuellen Kompetenzen zu Beginn des Lernens und die Erfassung des Lernfortschritts, um individualisierte Lernprozesse bestmöglich begleiten und kompetenzbezogenes Feedback geben zu können.",Komp-Hi,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Preventing Poaching ,https://seas.harvard.edu/news/2020/06/preventing-poaching,University of Southern California Center for AI in Society,Unbekannt,Das Projekt versucht mittels maschinellem Lernen das Verhalten von Wilderern vorherzusagen. Das Modell lernt die Verhaltensmodelle der Wilderer aus den gesammelten Kriminalitätsdaten. Auf dieser Grundlage berechnet PAWS Patrouillenrouten und die Wahrscheinlichkeit ihres Erfolgs.,,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,KIkKa,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/klkka/,"Variolytics GmbH; Hohenstaufenstadt Göppingen (Stadtentwässerung Göppingen); Universität Kassel (Fachgebiet Siedlungswasserwirtschaft; Institut für Wasser, Abfall, Umwelt); Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V. (Institut für Grenzflächen- und Bioverfahrenstechnik)",Unbekannt,"Das Verbundprojekt zielt darauf ab, künstliche Intelligenz einzusetzen, um Abwasserreinigungsprozesse klimaoptimiert zu steuern und Treibhausgasemissionen zu reduzieren.",KIkKa,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,DecS (Decoding Spurenstoffe),https://www.uni-kassel.de/fb14bau/institute/institut-fuer-wasser-abfall-umwelt-iwau/siedlungswasserwirtschaft/forschung/decs-decoding-spurenstoffe,"Verbundprojekt von Fachgebiet Siedlungswasserwirtschaft der Universität Kassel (Verbundkoordinator), UNISENSOR Sensorsysteme GmbH, Forschungsinstitut ifak e.V., das Ingenieurbüro Weber-Ingenieure GmbH und der Lippeverband",Unbekannt,"Das Projekt DecS verfolgt die Vision, organische Spurenstoffe gezielt aus Abwasserströmen zu entfernen und die für die hierfür verfügbaren Technologien (Ozon, Pulveraktivkohle, Kornaktivkohle) benötigten Ressourcen zu schonen.",DecS,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,"K2I (Künstliche und kollektive Intelligenz zum Spurenstoff-Tracking in 
Oberflächenwasser für eine nachhaltige Trinkwassergewinnung K2I)",https://www.k2i-tracker.de/,"Verbundprojekt von Landeswasserversorgung, das Leibniz-Rechenzentrum der Bayerischen Akademie der Wissenschaften, die Technische Universität München mit ihrem Lehrstuhl für Analytische Chemie und Wasserchemie, und das TZW: DVGW-Technologiezentrum Wasser",Unbekannt,"Es soll eine laborübergreifende Cloud-Lösung entwickelt werden, mit der Wasserversorger organische Spurenstoffe schnell erkennen und mögliche Quellen auf Basis einer überregionalen Datenbank eingrenzen können.",K2I,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,CYCLOPS (Circularity Optimisation for Plastics),https://wupperinst.org/p/wi/p/s/pd/1910,"Verbundprojekt von Wuppertal Institut, GreenDelta GmbH, SKZ-KFE gGmbH",Unbekannt,"Cyclops zielt darauf ab, die Recyclingfähigkeit von Sekundärkunststoffen durch die Einführung eines digitalen Unterstützungssystems zu optimieren. Es wird eine Plattform bereitstellen, auf der technisch, wirtschaftlich und ökologisch sinnvolle Verwendungsmöglichkeiten für die am Markt verfügbaren Kunststoffabfälle und Rezyklate identifiziert und darauf basierend Einkaufs-, Recycling- und Vermarktungsentscheidungen getroffen werden können.",CYCLOPS,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,FutureForest,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/futureforest/,wetransform GmbH; M.O.S.S. Computer Graphik Systeme GmbH; Freie Universität Berlin (FU); Technische Universität München (TUM); ECOSOPH GmbH,Unbekannt,"Einsatz von KI zur Analyse des Waldzustands, zur Bewertung der künftigen Waldentwicklung und zur Vorbereitung von Entscheidungen für einen klimaangepassten Waldumbau.",FutureForest,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,SIDE,https://www.nature.com/articles/s42256-023-00726-1,Wikimedia Foundation,Laufend,"Dieses auf neuronalen Netzen basierende System, das wir SIDE nennen, kann Wikipedia-Zitate identifizieren, die ihre Behauptungen wahrscheinlich nicht stützen, und anschließend bessere Zitate aus dem Web empfehlen. Wir trainieren dieses Modell auf bestehenden Wikipedia-Referenzen und lernen so von den Beiträgen und dem kombinierten Wissen Tausender Wikipedia-Editoren.",SIDE,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,MetallKIDD,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/metallkidd/,"Wuppertal Institut für Klima, Umwelt, Energie gGmbH; Fraunhofer-Institut für Optronik, Systemtechnik und Bildauswertung (IOSB); Folkwang Universität der Künste",Unbekannt,Gestaltung eines zirkulären Metallmanagements unter Nutzung einer Metallstrategie und KI-Unterstützung.,MetallKIDD,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Predicting public health risks from restaurant reviews,https://drivendata.co/case-studies/using-yelp-reviews-to-flag-restaurant-health-risks/,"Yelp, Harvard University, City of Boston, DrivenData",Unbekannt,Fallstudie: Aufdeckung von Gesundheitsrisiken in Restaurants durch die Kombination von Yelp-Bewertungen mit offenen Stadtdaten zu vergangenen Inspektionen. Ein algorithmischer Ansatz entdeckt 25 % mehr Verstöße bei gleicher Anzahl an Inspektionen.,,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,AI4grids,https://www.htwg-konstanz.de/hochschule/projekte/ai4grids/ueber-ai4grids/,Zukunft – Umwelt – Gesellschaft (ZUG) gGmbH,Unbekannt,KI-basierte Planung und Betriebsführung von Verteilnetzen und Microgrids zur Optimierung der Integration erneuerbarer Erzeuger und schwankender Lasten im Rahmen der Energiewende.,AI4grids,CC-BY 4.0,https://publicinterest.ai/
